Date_from;Date_to;KROPPAN BRU;MOHOLTLIA;SELSBAKK;MOHOLT RAMPE 2;Jonsvannsveien vest for Steinanvegen
10.01.2019 01:00;10.01.2019 02:00;86;33;13;4;22
10.01.2019 02:00;10.01.2019 03:00;87;27;8;2;10
10.01.2019 03:00;10.01.2019 04:00;98;29;13;2;13
10.01.2019 04:00;10.01.2019 05:00;146;79;22;1;22
10.01.2019 05:00;10.01.2019 06:00;481;279;75;9;50
10.01.2019 06:00;10.01.2019 07:00;2585;1275;427;61;346
10.01.2019 07:00;10.01.2019 08:00;4497;2422;646;231;931
10.01.2019 08:00;10.01.2019 09:00;3501;1851;501;212;791
10.01.2019 09:00;10.01.2019 10:00;2206;1162;415;126;480
10.01.2019 10:00;10.01.2019 11:00;2182;1037;344;121;467
10.01.2019 11:00;10.01.2019 12:00;2372;1094;397;148;496
10.01.2019 12:00;10.01.2019 13:00;2459;1115;419;138;541
10.01.2019 13:00;10.01.2019 14:00;2739;1194;433;139;555
10.01.2019 14:00;10.01.2019 15:00;3435;1573;606;175;752
10.01.2019 15:00;10.01.2019 16:00;5125;3027;773;354;1131
10.01.2019 16:00;10.01.2019 17:00;4212;2233;660;263;916
10.01.2019 17:00;10.01.2019 18:00;2656;1299;482;174;653
10.01.2019 18:00;10.01.2019 19:00;2352;1081;473;142;611
10.01.2019 19:00;10.01.2019 20:00;2167;1038;411;158;504
10.01.2019 20:00;10.01.2019 21:00;1838;780;289;107;427
10.01.2019 21:00;10.01.2019 22:00;1518;661;281;97;321
10.01.2019 22:00;10.01.2019 23:00;1042;399;237;51;232
10.01.2019 23:00;11.01.2019 00:00;443;197;108;23;112
11.01.2019 00:00;11.01.2019 01:00;214;70;44;12;39
11.01.2019 01:00;11.01.2019 02:00;133;49;25;5;28
11.01.2019 02:00;11.01.2019 03:00;69;22;6;2;23
11.01.2019 03:00;11.01.2019 04:00;108;41;23;5;21
11.01.2019 04:00;11.01.2019 05:00;155;76;27;6;14
11.01.2019 05:00;11.01.2019 06:00;521;285;84;4;67
11.01.2019 06:00;11.01.2019 07:00;2559;1247;394;60;330
11.01.2019 07:00;11.01.2019 08:00;4428;2228;642;213;904
11.01.2019 08:00;11.01.2019 09:00;3249;1819;477;199;749
11.01.2019 09:00;11.01.2019 10:00;2203;1083;347;116;421
11.01.2019 10:00;11.01.2019 11:00;2259;1209;367;125;460
11.01.2019 11:00;11.01.2019 12:00;2517;1286;429;155;497
11.01.2019 12:00;11.01.2019 13:00;2659;1312;475;151;547
11.01.2019 13:00;11.01.2019 14:00;2939;1462;444;193;573
11.01.2019 14:00;11.01.2019 15:00;3983;1866;673;203;681
11.01.2019 15:00;11.01.2019 16:00;5180;2903;766;351;1121
11.01.2019 16:00;11.01.2019 17:00;4018;2098;604;279;909
11.01.2019 17:00;11.01.2019 18:00;2612;1286;478;159;628
11.01.2019 18:00;11.01.2019 19:00;2234;1034;436;116;505
11.01.2019 19:00;11.01.2019 20:00;1570;746;299;111;356
11.01.2019 20:00;11.01.2019 21:00;1284;535;210;80;253
11.01.2019 21:00;11.01.2019 22:00;997;444;223;54;192
11.01.2019 22:00;11.01.2019 23:00;871;348;177;49;188
11.01.2019 23:00;12.01.2019 00:00;625;237;151;31;148
12.01.2019 00:00;12.01.2019 01:00;459;169;121;16;117
12.01.2019 01:00;12.01.2019 02:00;340;123;64;23;68
12.01.2019 02:00;12.01.2019 03:00;265;69;67;13;55
12.01.2019 03:00;12.01.2019 04:00;213;66;43;7;44
12.01.2019 04:00;12.01.2019 05:00;146;66;23;7;32
12.01.2019 05:00;12.01.2019 06:00;138;83;32;7;32
12.01.2019 06:00;12.01.2019 07:00;219;115;49;10;52
12.01.2019 07:00;12.01.2019 08:00;476;257;67;20;99
12.01.2019 08:00;12.01.2019 09:00;613;403;108;28;118
12.01.2019 09:00;12.01.2019 10:00;1082;555;181;36;180
12.01.2019 10:00;12.01.2019 11:00;1548;823;243;85;343
12.01.2019 11:00;12.01.2019 12:00;2302;1204;371;131;505
12.01.2019 12:00;12.01.2019 13:00;2685;1365;424;178;637
12.01.2019 13:00;12.01.2019 14:00;2904;1399;445;196;618
12.01.2019 14:00;12.01.2019 15:00;2955;1585;536;236;668
12.01.2019 15:00;12.01.2019 16:00;2952;1366;546;248;672
12.01.2019 16:00;12.01.2019 17:00;2549;1181;482;208;588
12.01.2019 17:00;12.01.2019 18:00;2413;1039;402;191;538
12.01.2019 18:00;12.01.2019 19:00;2085;870;345;147;503
12.01.2019 19:00;12.01.2019 20:00;1509;697;278;107;372
12.01.2019 20:00;12.01.2019 21:00;1198;458;193;75;246
12.01.2019 21:00;12.01.2019 22:00;800;343;135;43;181
12.01.2019 22:00;12.01.2019 23:00;732;311;167;33;162
12.01.2019 23:00;13.01.2019 00:00;710;228;140;34;181
13.01.2019 00:00;13.01.2019 01:00;551;217;130;26;134
13.01.2019 01:00;13.01.2019 02:00;477;161;86;16;105
13.01.2019 02:00;13.01.2019 03:00;464;132;85;21;113
13.01.2019 03:00;13.01.2019 04:00;359;87;55;17;57
13.01.2019 04:00;13.01.2019 05:00;171;64;44;7;29
13.01.2019 05:00;13.01.2019 06:00;142;72;36;3;31
13.01.2019 06:00;13.01.2019 07:00;153;58;31;11;44
13.01.2019 07:00;13.01.2019 08:00;332;138;59;13;75
13.01.2019 08:00;13.01.2019 09:00;445;279;82;15;85
13.01.2019 09:00;13.01.2019 10:00;620;318;82;17;103
13.01.2019 10:00;13.01.2019 11:00;996;481;166;49;254
13.01.2019 11:00;13.01.2019 12:00;1406;645;226;73;369
13.01.2019 12:00;13.01.2019 13:00;1777;771;301;78;479
13.01.2019 13:00;13.01.2019 14:00;2055;1030;345;107;493
13.01.2019 14:00;13.01.2019 15:00;2410;1194;409;132;628
13.01.2019 15:00;13.01.2019 16:00;2696;1466;437;155;728
13.01.2019 16:00;13.01.2019 17:00;2540;1523;436;147;661
13.01.2019 17:00;13.01.2019 18:00;2395;1444;446;128;584
13.01.2019 18:00;13.01.2019 19:00;2050;1205;345;129;485
13.01.2019 19:00;13.01.2019 20:00;1714;1309;335;117;439
13.01.2019 20:00;13.01.2019 21:00;1591;1150;258;92;371
13.01.2019 21:00;13.01.2019 22:00;1163;918;216;52;280
13.01.2019 22:00;13.01.2019 23:00;742;543;132;33;197
13.01.2019 23:00;14.01.2019 00:00;418;256;62;26;75
14.01.2019 00:00;14.01.2019 01:00;208;85;39;15;50
14.01.2019 01:00;14.01.2019 02:00;151;47;40;11;25
14.01.2019 02:00;14.01.2019 03:00;105;37;15;4;21
14.01.2019 03:00;14.01.2019 04:00;84;28;13;3;9
14.01.2019 04:00;14.01.2019 05:00;196;148;34;1;23
14.01.2019 05:00;14.01.2019 06:00;571;351;94;15;63
14.01.2019 06:00;14.01.2019 07:00;2613;1301;441;74;346
14.01.2019 07:00;14.01.2019 08:00;4166;2303;738;217;809
14.01.2019 08:00;14.01.2019 09:00;3719;2130;608;267;737
14.01.2019 09:00;14.01.2019 10:00;2245;1096;325;146;455
14.01.2019 10:00;14.01.2019 11:00;2027;1023;335;114;442
14.01.2019 11:00;14.01.2019 12:00;2154;1071;376;149;406
14.01.2019 12:00;14.01.2019 13:00;2241;1108;369;146;462
14.01.2019 13:00;14.01.2019 14:00;2467;1216;379;108;434
14.01.2019 14:00;14.01.2019 15:00;3013;1397;538;178;603
14.01.2019 15:00;14.01.2019 16:00;4778;2739;787;338;1010
14.01.2019 16:00;14.01.2019 17:00;4000;2502;614;306;981
14.01.2019 17:00;14.01.2019 18:00;2362;1272;452;178;616
14.01.2019 18:00;14.01.2019 19:00;1908;1274;370;132;555
14.01.2019 19:00;14.01.2019 20:00;1761;1111;373;158;526
14.01.2019 20:00;14.01.2019 21:00;1508;731;314;123;412
14.01.2019 21:00;14.01.2019 22:00;1303;631;233;76;325
14.01.2019 22:00;14.01.2019 23:00;900;368;170;43;206
14.01.2019 23:00;15.01.2019 00:00;438;164;97;17;70
15.01.2019 00:00;15.01.2019 01:00;179;69;43;7;26
15.01.2019 01:00;15.01.2019 02:00;105;40;18;5;17
15.01.2019 02:00;15.01.2019 03:00;73;18;20;4;7
15.01.2019 03:00;15.01.2019 04:00;77;28;9;2;12
15.01.2019 04:00;15.01.2019 05:00;173;94;35;1;15
15.01.2019 05:00;15.01.2019 06:00;529;302;69;15;65
15.01.2019 06:00;15.01.2019 07:00;2619;1292;445;63;330
15.01.2019 07:00;15.01.2019 08:00;4336;2678;711;205;884
15.01.2019 08:00;15.01.2019 09:00;3648;1933;505;225;707
15.01.2019 09:00;15.01.2019 10:00;2294;1128;345;118;453
15.01.2019 10:00;15.01.2019 11:00;2225;1005;311;146;459
15.01.2019 11:00;15.01.2019 12:00;2273;1115;352;146;523
15.01.2019 12:00;15.01.2019 13:00;2394;1180;377;132;540
15.01.2019 13:00;15.01.2019 14:00;2530;1277;416;170;535
15.01.2019 14:00;15.01.2019 15:00;3293;1450;557;140;634
15.01.2019 15:00;15.01.2019 16:00;4987;2712;804;266;1048
15.01.2019 16:00;15.01.2019 17:00;4211;2349;618;254;987
15.01.2019 17:00;15.01.2019 18:00;2707;1297;506;186;688
15.01.2019 18:00;15.01.2019 19:00;2326;1120;433;156;602
15.01.2019 19:00;15.01.2019 20:00;2074;1032;374;153;606
15.01.2019 20:00;15.01.2019 21:00;1860;833;301;135;492
15.01.2019 21:00;15.01.2019 22:00;1465;699;253;88;362
15.01.2019 22:00;15.01.2019 23:00;909;430;213;52;248
15.01.2019 23:00;16.01.2019 00:00;486;183;93;18;89
16.01.2019 00:00;16.01.2019 01:00;147;61;38;10;31
16.01.2019 01:00;16.01.2019 02:00;98;33;21;4;14
16.01.2019 02:00;16.01.2019 03:00;60;19;14;1;8
16.01.2019 03:00;16.01.2019 04:00;77;22;16;2;14
16.01.2019 04:00;16.01.2019 05:00;143;82;20;3;18
16.01.2019 05:00;16.01.2019 06:00;555;307;76;12;58
16.01.2019 06:00;16.01.2019 07:00;2662;1274;441;60;351
16.01.2019 07:00;16.01.2019 08:00;4598;2294;671;201;898
16.01.2019 08:00;16.01.2019 09:00;3294;1881;539;144;872
16.01.2019 09:00;16.01.2019 10:00;2298;1116;318;136;493
16.01.2019 10:00;16.01.2019 11:00;2161;1096;304;118;450
16.01.2019 11:00;16.01.2019 12:00;2351;1099;396;125;470
16.01.2019 12:00;16.01.2019 13:00;2495;1138;384;129;535
16.01.2019 13:00;16.01.2019 14:00;2530;1165;465;144;495
16.01.2019 14:00;16.01.2019 15:00;3151;1440;526;172;648
16.01.2019 15:00;16.01.2019 16:00;4549;2664;741;263;1067
16.01.2019 16:00;16.01.2019 17:00;4305;2803;621;277;1107
16.01.2019 17:00;16.01.2019 18:00;2922;1360;509;157;635
16.01.2019 18:00;16.01.2019 19:00;2390;1129;430;177;664
16.01.2019 19:00;16.01.2019 20:00;2154;1060;378;169;613
16.01.2019 20:00;16.01.2019 21:00;1833;866;340;147;465
16.01.2019 21:00;16.01.2019 22:00;1464;726;264;98;371
16.01.2019 22:00;16.01.2019 23:00;1041;463;211;68;272
16.01.2019 23:00;17.01.2019 00:00;555;199;86;20;126
17.01.2019 00:00;17.01.2019 01:00;184;69;50;9;35
17.01.2019 01:00;17.01.2019 02:00;106;32;15;5;14
17.01.2019 02:00;17.01.2019 03:00;78;19;15;2;9
17.01.2019 03:00;17.01.2019 04:00;106;27;16;1;8
17.01.2019 04:00;17.01.2019 05:00;155;91;27;0;19
17.01.2019 05:00;17.01.2019 06:00;531;298;77;13;57
17.01.2019 06:00;17.01.2019 07:00;2583;1250;427;73;355
17.01.2019 07:00;17.01.2019 08:00;4415;2341;694;190;906
17.01.2019 08:00;17.01.2019 09:00;3677;1958;483;204;821
17.01.2019 09:00;17.01.2019 10:00;2294;1115;341;130;437
17.01.2019 10:00;17.01.2019 11:00;2207;1074;340;102;437
17.01.2019 11:00;17.01.2019 12:00;2501;1191;354;134;502
17.01.2019 12:00;17.01.2019 13:00;2490;1158;349;144;517
17.01.2019 13:00;17.01.2019 14:00;2702;1261;429;149;503
17.01.2019 14:00;17.01.2019 15:00;3341;1472;555;184;659
17.01.2019 15:00;17.01.2019 16:00;5057;2976;793;338;1084
17.01.2019 16:00;17.01.2019 17:00;4256;2520;613;321;1022
17.01.2019 17:00;17.01.2019 18:00;2885;1338;522;185;703
17.01.2019 18:00;17.01.2019 19:00;2301;1146;444;137;637
17.01.2019 19:00;17.01.2019 20:00;2055;1022;368;155;547
17.01.2019 20:00;17.01.2019 21:00;1737;723;319;115;447
17.01.2019 21:00;17.01.2019 22:00;1376;570;257;93;332
17.01.2019 22:00;17.01.2019 23:00;1119;497;245;67;265
17.01.2019 23:00;18.01.2019 00:00;519;205;119;26;124
18.01.2019 00:00;18.01.2019 01:00;230;74;42;10;41
18.01.2019 01:00;18.01.2019 02:00;120;47;11;5;21
18.01.2019 02:00;18.01.2019 03:00;107;30;27;1;3
18.01.2019 03:00;18.01.2019 04:00;124;41;19;3;11
18.01.2019 04:00;18.01.2019 05:00;194;75;29;2;22
18.01.2019 05:00;18.01.2019 06:00;481;259;72;18;53
18.01.2019 06:00;18.01.2019 07:00;2264;1070;402;61;319
18.01.2019 07:00;18.01.2019 08:00;3945;2165;690;208;757
18.01.2019 08:00;18.01.2019 09:00;3593;1884;558;238;731
18.01.2019 09:00;18.01.2019 10:00;2279;1146;356;142;480
18.01.2019 10:00;18.01.2019 11:00;2314;1199;358;143;395
18.01.2019 11:00;18.01.2019 12:00;2495;1258;382;158;460
18.01.2019 12:00;18.01.2019 13:00;2752;1340;412;174;505
18.01.2019 13:00;18.01.2019 14:00;3068;1399;496;148;535
18.01.2019 14:00;18.01.2019 15:00;3798;1696;607;191;716
18.01.2019 15:00;18.01.2019 16:00;4731;2726;774;331;1048
18.01.2019 16:00;18.01.2019 17:00;4057;2331;666;308;928
18.01.2019 17:00;18.01.2019 18:00;2746;1239;512;178;621
18.01.2019 18:00;18.01.2019 19:00;2088;903;388;115;511
18.01.2019 19:00;18.01.2019 20:00;1707;738;286;125;379
18.01.2019 20:00;18.01.2019 21:00;1385;608;255;84;333
18.01.2019 21:00;18.01.2019 22:00;1130;475;215;70;212
18.01.2019 22:00;18.01.2019 23:00;861;324;180;39;182
18.01.2019 23:00;19.01.2019 00:00;658;257;114;37;141
19.01.2019 00:00;19.01.2019 01:00;529;157;109;24;90
19.01.2019 01:00;19.01.2019 02:00;331;113;56;14;82
19.01.2019 02:00;19.01.2019 03:00;294;82;63;11;60
19.01.2019 03:00;19.01.2019 04:00;215;66;40;3;34
19.01.2019 04:00;19.01.2019 05:00;171;58;24;4;22
19.01.2019 05:00;19.01.2019 06:00;199;99;24;1;16
19.01.2019 06:00;19.01.2019 07:00;313;121;42;13;38
19.01.2019 07:00;19.01.2019 08:00;628;288;90;18;95
19.01.2019 08:00;19.01.2019 09:00;809;350;136;16;125
19.01.2019 09:00;19.01.2019 10:00;1070;520;202;39;234
19.01.2019 10:00;19.01.2019 11:00;1621;788;228;72;351
19.01.2019 11:00;19.01.2019 12:00;2046;1034;312;111;468
19.01.2019 12:00;19.01.2019 13:00;2360;1048;376;141;555
19.01.2019 13:00;19.01.2019 14:00;2553;1264;418;183;569
19.01.2019 14:00;19.01.2019 15:00;2797;1339;422;168;579
19.01.2019 15:00;19.01.2019 16:00;2904;1348;490;191;598
19.01.2019 16:00;19.01.2019 17:00;2486;1056;411;172;542
19.01.2019 17:00;19.01.2019 18:00;2110;856;327;165;508
19.01.2019 18:00;19.01.2019 19:00;2084;836;353;145;466
19.01.2019 19:00;19.01.2019 20:00;1382;603;284;82;313
19.01.2019 20:00;19.01.2019 21:00;1123;415;233;70;247
19.01.2019 21:00;19.01.2019 22:00;889;324;126;47;154
19.01.2019 22:00;19.01.2019 23:00;721;260;121;33;169
19.01.2019 23:00;20.01.2019 00:00;656;229;148;40;146
20.01.2019 00:00;20.01.2019 01:00;588;213;119;22;149
20.01.2019 01:00;20.01.2019 02:00;553;161;109;17;98
20.01.2019 02:00;20.01.2019 03:00;443;109;80;15;82
20.01.2019 03:00;20.01.2019 04:00;316;88;57;15;85
20.01.2019 04:00;20.01.2019 05:00;232;63;34;6;37
20.01.2019 05:00;20.01.2019 06:00;131;61;25;3;22
20.01.2019 06:00;20.01.2019 07:00;224;62;29;3;22
20.01.2019 07:00;20.01.2019 08:00;414;187;70;15;86
20.01.2019 08:00;20.01.2019 09:00;498;216;84;8;67
20.01.2019 09:00;20.01.2019 10:00;731;268;120;27;142
20.01.2019 10:00;20.01.2019 11:00;1058;402;201;35;225
20.01.2019 11:00;20.01.2019 12:00;1440;601;265;49;417
20.01.2019 12:00;20.01.2019 13:00;1734;805;287;89;460
20.01.2019 13:00;20.01.2019 14:00;1949;897;308;91;591
20.01.2019 14:00;20.01.2019 15:00;2220;973;385;107;631
20.01.2019 15:00;20.01.2019 16:00;2640;1217;471;124;667
20.01.2019 16:00;20.01.2019 17:00;2620;1311;479;163;705
20.01.2019 17:00;20.01.2019 18:00;2537;1313;382;103;559
20.01.2019 18:00;20.01.2019 19:00;2227;1050;374;127;518
20.01.2019 19:00;20.01.2019 20:00;1916;1011;349;128;496
20.01.2019 20:00;20.01.2019 21:00;1516;694;275;79;375
20.01.2019 21:00;20.01.2019 22:00;1079;468;192;64;255
20.01.2019 22:00;20.01.2019 23:00;776;351;172;51;191
20.01.2019 23:00;21.01.2019 00:00;360;127;74;18;72
21.01.2019 00:00;21.01.2019 01:00;261;77;50;17;36
21.01.2019 01:00;21.01.2019 02:00;113;39;29;9;22
21.01.2019 02:00;21.01.2019 03:00;71;25;10;4;12
21.01.2019 03:00;21.01.2019 04:00;86;28;14;1;13
21.01.2019 04:00;21.01.2019 05:00;212;110;18;0;25
21.01.2019 05:00;21.01.2019 06:00;626;361;83;18;89
21.01.2019 06:00;21.01.2019 07:00;2702;1278;446;81;331
21.01.2019 07:00;21.01.2019 08:00;4378;1203;714;236;831
21.01.2019 08:00;21.01.2019 09:00;3331;2115;607;214;831
21.01.2019 09:00;21.01.2019 10:00;2375;1182;367;134;480
21.01.2019 10:00;21.01.2019 11:00;2244;1089;348;135;481
21.01.2019 11:00;21.01.2019 12:00;2455;1094;352;135;464
21.01.2019 12:00;21.01.2019 13:00;2406;1189;404;148;541
21.01.2019 13:00;21.01.2019 14:00;2589;1172;409;123;456
21.01.2019 14:00;21.01.2019 15:00;3190;1460;534;148;638
21.01.2019 15:00;21.01.2019 16:00;4919;2849;765;319;1081
21.01.2019 16:00;21.01.2019 17:00;4283;2550;645;337;1010
21.01.2019 17:00;21.01.2019 18:00;2532;1269;488;182;667
21.01.2019 18:00;21.01.2019 19:00;2051;1060;409;136;535
21.01.2019 19:00;21.01.2019 20:00;1894;913;363;157;534
21.01.2019 20:00;21.01.2019 21:00;1585;724;315;111;452
21.01.2019 21:00;21.01.2019 22:00;1362;625;247;86;360
21.01.2019 22:00;21.01.2019 23:00;902;408;177;58;221
21.01.2019 23:00;22.01.2019 00:00;401;155;82;16;97
22.01.2019 00:00;22.01.2019 01:00;131;65;35;7;33
22.01.2019 01:00;22.01.2019 02:00;80;31;12;3;8
22.01.2019 02:00;22.01.2019 03:00;64;18;9;1;4
22.01.2019 03:00;22.01.2019 04:00;90;25;7;1;14
22.01.2019 04:00;22.01.2019 05:00;179;95;18;0;24
22.01.2019 05:00;22.01.2019 06:00;563;332;86;19;62
22.01.2019 06:00;22.01.2019 07:00;2600;1304;448;67;368
22.01.2019 07:00;22.01.2019 08:00;4458;2351;730;196;907
22.01.2019 08:00;22.01.2019 09:00;3417;2091;578;323;815
22.01.2019 09:00;22.01.2019 10:00;2251;1078;362;122;454
22.01.2019 10:00;22.01.2019 11:00;2322;1100;329;141;492
22.01.2019 11:00;22.01.2019 12:00;2413;1205;359;154;505
22.01.2019 12:00;22.01.2019 13:00;2446;1122;374;137;542
22.01.2019 13:00;22.01.2019 14:00;2457;1122;409;145;519
22.01.2019 14:00;22.01.2019 15:00;3267;1432;556;177;676
22.01.2019 15:00;22.01.2019 16:00;4853;2750;792;363;1100
22.01.2019 16:00;22.01.2019 17:00;4203;2117;668;338;1088
22.01.2019 17:00;22.01.2019 18:00;2716;1303;477;166;620
22.01.2019 18:00;22.01.2019 19:00;2345;1142;423;173;740
22.01.2019 19:00;22.01.2019 20:00;2080;975;341;162;632
22.01.2019 20:00;22.01.2019 21:00;1706;866;327;110;524
22.01.2019 21:00;22.01.2019 22:00;1446;605;266;102;404
22.01.2019 22:00;22.01.2019 23:00;972;468;224;54;254
22.01.2019 23:00;23.01.2019 00:00;453;187;92;24;88
23.01.2019 00:00;23.01.2019 01:00;164;62;30;6;30
23.01.2019 01:00;23.01.2019 02:00;63;34;15;3;13
23.01.2019 02:00;23.01.2019 03:00;57;20;12;1;9
23.01.2019 03:00;23.01.2019 04:00;74;23;18;1;12
23.01.2019 04:00;23.01.2019 05:00;170;103;18;1;20
23.01.2019 05:00;23.01.2019 06:00;569;316;66;5;55
23.01.2019 06:00;23.01.2019 07:00;2654;1246;453;71;371
23.01.2019 07:00;23.01.2019 08:00;4566;2367;739;192;886
23.01.2019 08:00;23.01.2019 09:00;3424;1887;489;189;761
23.01.2019 09:00;23.01.2019 10:00;2331;1144;339;139;436
23.01.2019 10:00;23.01.2019 11:00;2212;1012;351;130;451
23.01.2019 11:00;23.01.2019 12:00;2370;1153;346;154;462
23.01.2019 12:00;23.01.2019 13:00;2491;1087;402;114;489
23.01.2019 13:00;23.01.2019 14:00;2672;1212;439;138;522
23.01.2019 14:00;23.01.2019 15:00;3332;1500;601;173;683
23.01.2019 15:00;23.01.2019 16:00;5168;2702;796;322;1106
23.01.2019 16:00;23.01.2019 17:00;4254;2073;666;258;1033
23.01.2019 17:00;23.01.2019 18:00;2780;1284;491;203;713
23.01.2019 18:00;23.01.2019 19:00;2247;1106;410;147;610
23.01.2019 19:00;23.01.2019 20:00;2065;954;368;166;554
23.01.2019 20:00;23.01.2019 21:00;1750;827;325;128;495
23.01.2019 21:00;23.01.2019 22:00;1365;670;251;81;332
23.01.2019 22:00;23.01.2019 23:00;963;466;187;63;272
23.01.2019 23:00;24.01.2019 00:00;543;234;103;29;126
24.01.2019 00:00;24.01.2019 01:00;179;81;22;10;40
24.01.2019 01:00;24.01.2019 02:00;111;43;17;4;17
24.01.2019 02:00;24.01.2019 03:00;75;20;13;4;13
24.01.2019 03:00;24.01.2019 04:00;79;22;10;2;14
24.01.2019 04:00;24.01.2019 05:00;170;95;14;2;26
24.01.2019 05:00;24.01.2019 06:00;516;300;69;15;65
24.01.2019 06:00;24.01.2019 07:00;2714;1328;446;74;377
24.01.2019 07:00;24.01.2019 08:00;4603;2442;715;216;892
24.01.2019 08:00;24.01.2019 09:00;3545;1920;490;173;761
24.01.2019 09:00;24.01.2019 10:00;2419;1130;352;112;415
24.01.2019 10:00;24.01.2019 11:00;2261;1094;331;146;473
24.01.2019 11:00;24.01.2019 12:00;2464;1201;410;136;512
24.01.2019 12:00;24.01.2019 13:00;2530;1236;425;168;512
24.01.2019 13:00;24.01.2019 14:00;2844;1269;447;141;525
24.01.2019 14:00;24.01.2019 15:00;3611;1671;596;178;718
24.01.2019 15:00;24.01.2019 16:00;5193;2914;797;361;1111
24.01.2019 16:00;24.01.2019 17:00;4455;2808;679;297;1045
24.01.2019 17:00;24.01.2019 18:00;2876;1307;525;158;711
24.01.2019 18:00;24.01.2019 19:00;2464;1178;450;182;653
24.01.2019 19:00;24.01.2019 20:00;2286;1054;386;186;587
24.01.2019 20:00;24.01.2019 21:00;1872;797;318;110;476
24.01.2019 21:00;24.01.2019 22:00;1479;637;290;90;378
24.01.2019 22:00;24.01.2019 23:00;1068;493;220;55;255
24.01.2019 23:00;25.01.2019 00:00;537;197;85;38;135
25.01.2019 00:00;25.01.2019 01:00;201;81;29;8;32
25.01.2019 01:00;25.01.2019 02:00;94;32;14;5;26
25.01.2019 02:00;25.01.2019 03:00;98;26;11;0;16
25.01.2019 03:00;25.01.2019 04:00;77;30;14;0;14
25.01.2019 04:00;25.01.2019 05:00;194;124;28;2;28
25.01.2019 05:00;25.01.2019 06:00;505;312;87;6;64
25.01.2019 06:00;25.01.2019 07:00;2551;1289;414;71;349
25.01.2019 07:00;25.01.2019 08:00;4348;2149;644;214;804
25.01.2019 08:00;25.01.2019 09:00;2820;1513;412;173;585
25.01.2019 09:00;25.01.2019 10:00;2282;1145;363;111;439
25.01.2019 10:00;25.01.2019 11:00;2489;1264;442;165;525
25.01.2019 11:00;25.01.2019 12:00;2719;1295;462;148;565
25.01.2019 12:00;25.01.2019 13:00;2945;1455;460;162;605
25.01.2019 13:00;25.01.2019 14:00;3255;1494;503;155;620
25.01.2019 14:00;25.01.2019 15:00;3819;1823;644;197;759
25.01.2019 15:00;25.01.2019 16:00;4987;2875;815;349;1103
25.01.2019 16:00;25.01.2019 17:00;4138;2178;590;244;908
25.01.2019 17:00;25.01.2019 18:00;2857;1279;455;181;607
25.01.2019 18:00;25.01.2019 19:00;2141;989;393;156;550
25.01.2019 19:00;25.01.2019 20:00;1656;785;268;95;363
25.01.2019 20:00;25.01.2019 21:00;1401;564;217;80;290
25.01.2019 21:00;25.01.2019 22:00;943;411;166;54;186
25.01.2019 22:00;25.01.2019 23:00;850;302;162;36;196
25.01.2019 23:00;26.01.2019 00:00;697;273;130;46;155
26.01.2019 00:00;26.01.2019 01:00;515;179;86;27;130
26.01.2019 01:00;26.01.2019 02:00;319;107;64;12;63
26.01.2019 02:00;26.01.2019 03:00;227;65;57;11;49
26.01.2019 03:00;26.01.2019 04:00;219;84;40;7;28
26.01.2019 04:00;26.01.2019 05:00;135;53;35;7;24
26.01.2019 05:00;26.01.2019 06:00;161;75;23;4;10
26.01.2019 06:00;26.01.2019 07:00;292;128;49;7;47
26.01.2019 07:00;26.01.2019 08:00;543;270;93;14;102
26.01.2019 08:00;26.01.2019 09:00;859;420;113;27;127
26.01.2019 09:00;26.01.2019 10:00;1275;630;192;50;246
26.01.2019 10:00;26.01.2019 11:00;1613;864;286;78;405
26.01.2019 11:00;26.01.2019 12:00;2199;1220;352;118;584
26.01.2019 12:00;26.01.2019 13:00;2618;1303;401;149;637
26.01.2019 13:00;26.01.2019 14:00;2637;1349;434;182;672
26.01.2019 14:00;26.01.2019 15:00;2851;1393;442;194;664
26.01.2019 15:00;26.01.2019 16:00;2905;1365;511;195;655
26.01.2019 16:00;26.01.2019 17:00;2518;1208;441;171;558
26.01.2019 17:00;26.01.2019 18:00;2497;1092;448;165;519
26.01.2019 18:00;26.01.2019 19:00;1957;799;360;149;486
26.01.2019 19:00;26.01.2019 20:00;1515;621;296;80;323
26.01.2019 20:00;26.01.2019 21:00;1112;423;197;70;249
26.01.2019 21:00;26.01.2019 22:00;852;333;159;53;178
26.01.2019 22:00;26.01.2019 23:00;698;280;154;28;133
26.01.2019 23:00;27.01.2019 00:00;741;245;140;27;147
27.01.2019 00:00;27.01.2019 01:00;551;192;92;25;145
27.01.2019 01:00;27.01.2019 02:00;475;150;99;24;123
27.01.2019 02:00;27.01.2019 03:00;410;107;77;10;86
27.01.2019 03:00;27.01.2019 04:00;267;76;57;5;43
27.01.2019 04:00;27.01.2019 05:00;148;57;28;6;24
27.01.2019 05:00;27.01.2019 06:00;107;38;19;4;14
27.01.2019 06:00;27.01.2019 07:00;207;64;26;11;31
27.01.2019 07:00;27.01.2019 08:00;422;172;91;9;85
27.01.2019 08:00;27.01.2019 09:00;523;226;90;10;73
27.01.2019 09:00;27.01.2019 10:00;669;333;121;15;152
27.01.2019 10:00;27.01.2019 11:00;1070;525;208;49;295
27.01.2019 11:00;27.01.2019 12:00;1426;704;262;61;410
27.01.2019 12:00;27.01.2019 13:00;1840;852;309;87;585
