date_from;date_to;month;AMS_kWh;Synthetic_3_6kW;Synthetic_7_2kW;Simultaneous_if_3_6kW
28.04.2019 01:00;28.04.2019 02:00;Apr;3,7;3,6;0;1
28.04.2019 02:00;28.04.2019 03:00;Apr;2,15;2,18;0;1
28.04.2019 03:00;28.04.2019 04:00;Apr;0,1;0;0;NA
28.04.2019 04:00;28.04.2019 05:00;Apr;0,05;0;0;NA
28.04.2019 05:00;28.04.2019 06:00;Apr;0,05;0;0;NA
28.04.2019 06:00;28.04.2019 07:00;Apr;0,05;0;0;NA
28.04.2019 07:00;28.04.2019 08:00;Apr;0;0;0;NA
28.04.2019 08:00;28.04.2019 09:00;Apr;0,05;0;0;NA
28.04.2019 09:00;28.04.2019 10:00;Apr;0,05;0;0;NA
28.04.2019 10:00;28.04.2019 11:00;Apr;0,05;0;0;NA
28.04.2019 11:00;28.04.2019 12:00;Apr;0,05;0;0;NA
28.04.2019 12:00;28.04.2019 13:00;Apr;0,05;NA;NA;NA
28.04.2019 13:00;28.04.2019 14:00;Apr;0;NA;NA;NA
28.04.2019 14:00;28.04.2019 15:00;Apr;0,05;NA;NA;NA
28.04.2019 15:00;28.04.2019 16:00;Apr;0,05;NA;NA;NA
28.04.2019 16:00;28.04.2019 17:00;Apr;0,05;NA;NA;NA
28.04.2019 17:00;28.04.2019 18:00;Apr;0,05;NA;NA;NA
28.04.2019 18:00;28.04.2019 19:00;Apr;0,05;NA;NA;NA
28.04.2019 19:00;28.04.2019 20:00;Apr;0,05;NA;NA;NA
28.04.2019 20:00;28.04.2019 21:00;Apr;0;NA;NA;NA
28.04.2019 21:00;28.04.2019 22:00;Apr;0,05;NA;NA;NA
28.04.2019 22:00;28.04.2019 23:00;Apr;6,2;6,3;12,6;2
28.04.2019 23:00;29.04.2019 00:00;Apr;7,2;7,2;8,26;2
29.04.2019 00:00;29.04.2019 01:00;Apr;5,65;5,63;0;2
29.04.2019 01:00;29.04.2019 02:00;Apr;1,85;1,73;0;1
29.04.2019 02:00;29.04.2019 03:00;Apr;0,2;0;0;NA
29.04.2019 03:00;29.04.2019 04:00;Apr;3,15;1,8;3,6;1
29.04.2019 04:00;29.04.2019 05:00;Apr;6,85;3,6;7,2;1
29.04.2019 05:00;29.04.2019 06:00;Apr;6,75;3,6;7,2;1
29.04.2019 06:00;29.04.2019 07:00;Apr;4,7;3,6;3,07;1
29.04.2019 07:00;29.04.2019 08:00;Apr;0,05;3,6;0;1
29.04.2019 08:00;29.04.2019 09:00;Apr;0,05;3,6;0;1
29.04.2019 09:00;29.04.2019 10:00;Apr;0,05;1,27;0;1
29.04.2019 10:00;29.04.2019 11:00;Apr;0,05;0;0;NA
29.04.2019 11:00;29.04.2019 12:00;Apr;1,6;1,62;3,24;1
29.04.2019 12:00;29.04.2019 13:00;Apr;3,7;3,6;3,26;1
29.04.2019 13:00;29.04.2019 14:00;Apr;1,35;1,28;0;1
29.04.2019 14:00;29.04.2019 15:00;Apr;0,4;0,42;0,84;1
29.04.2019 15:00;29.04.2019 16:00;Apr;2,65;2,57;2,99;2
29.04.2019 16:00;29.04.2019 17:00;Apr;3,25;3,33;2,49;1
29.04.2019 17:00;29.04.2019 18:00;Apr;0,85;0,66;1,32;1
29.04.2019 18:00;29.04.2019 19:00;Apr;7,1;5,11;7,39;2
29.04.2019 19:00;29.04.2019 20:00;Apr;6,35;3,6;7,2;1
29.04.2019 20:00;29.04.2019 21:00;Apr;9,75;8,03;8,12;3
29.04.2019 21:00;29.04.2019 22:00;Apr;10,4;10,8;12,39;4
29.04.2019 22:00;29.04.2019 23:00;Apr;7,75;9,84;7,2;4
29.04.2019 23:00;30.04.2019 00:00;Apr;2,9;3,6;1,12;1
30.04.2019 00:00;30.04.2019 01:00;Apr;0,05;3,1;0;1
30.04.2019 01:00;30.04.2019 02:00;Apr;0,05;0;0;NA
30.04.2019 02:00;30.04.2019 03:00;Apr;0,05;0;0;NA
30.04.2019 03:00;30.04.2019 04:00;Apr;0,05;0;0;NA
30.04.2019 04:00;30.04.2019 05:00;Apr;0,05;0;0;NA
30.04.2019 05:00;30.04.2019 06:00;Apr;0,05;2,04;2,04;1
30.04.2019 06:00;30.04.2019 07:00;Apr;0;0;0;NA
30.04.2019 07:00;30.04.2019 08:00;Apr;0,05;0;0;NA
30.04.2019 08:00;30.04.2019 09:00;Apr;0,05;0;0;NA
30.04.2019 09:00;30.04.2019 10:00;Apr;0,05;0;0;NA
30.04.2019 10:00;30.04.2019 11:00;Apr;0,05;0;0;NA
30.04.2019 11:00;30.04.2019 12:00;Apr;1,2;1,2;2,4;1
30.04.2019 12:00;30.04.2019 13:00;Apr;3,7;3,6;3,59;1
30.04.2019 13:00;30.04.2019 14:00;Apr;1,25;1,19;0;1
30.04.2019 14:00;30.04.2019 15:00;Apr;0,05;0;0;NA
30.04.2019 15:00;30.04.2019 16:00;Apr;1,5;1,62;3,24;2
30.04.2019 16:00;30.04.2019 17:00;Apr;6,8;6,85;5,27;2
30.04.2019 17:00;30.04.2019 18:00;Apr;1,35;1,06;2,04;2
30.04.2019 18:00;30.04.2019 19:00;Apr;1,9;1,81;0,79;1
30.04.2019 19:00;30.04.2019 20:00;Apr;0,05;0;0;NA
30.04.2019 20:00;30.04.2019 21:00;Apr;2,7;2,76;3,38;1
30.04.2019 21:00;30.04.2019 22:00;Apr;0,75;0,62;0;1
30.04.2019 22:00;30.04.2019 23:00;Apr;0,05;0;0;NA
30.04.2019 23:00;01.05.2019 00:00;Apr;0,05;0;0;NA
01.05.2019 00:00;01.05.2019 01:00;May;0,05;0;0;NA
01.05.2019 01:00;01.05.2019 02:00;May;0,05;0;0;NA
01.05.2019 02:00;01.05.2019 03:00;May;0,05;0;0;NA
01.05.2019 03:00;01.05.2019 04:00;May;3,5;3,48;6,96;1
01.05.2019 04:00;01.05.2019 05:00;May;3,7;3,6;7,2;1
01.05.2019 05:00;01.05.2019 06:00;May;3,65;3,6;7,2;1
01.05.2019 06:00;01.05.2019 07:00;May;3,7;3,6;0,14;1
01.05.2019 07:00;01.05.2019 08:00;May;3,7;3,6;0;1
01.05.2019 08:00;01.05.2019 09:00;May;3,6;3,6;0;1
01.05.2019 09:00;01.05.2019 10:00;May;0,3;0,02;0;1
01.05.2019 10:00;01.05.2019 11:00;May;0,05;0;0;NA
01.05.2019 11:00;01.05.2019 12:00;May;0,05;0;0;NA
01.05.2019 12:00;01.05.2019 13:00;May;3,4;3,42;6,84;1
01.05.2019 13:00;01.05.2019 14:00;May;3,6;3,6;3,45;1
01.05.2019 14:00;01.05.2019 15:00;May;2,95;3,27;0;1
01.05.2019 15:00;01.05.2019 16:00;May;0,5;0;0;NA
01.05.2019 16:00;01.05.2019 17:00;May;0,05;0;0;NA
01.05.2019 17:00;01.05.2019 18:00;May;0,05;0;0;NA
01.05.2019 18:00;01.05.2019 19:00;May;0,25;0;0;NA
01.05.2019 19:00;01.05.2019 20:00;May;1,4;1,33;1,33;1
01.05.2019 20:00;01.05.2019 21:00;May;0,05;0;0;NA
01.05.2019 21:00;01.05.2019 22:00;May;6,05;6,3;12,6;3
01.05.2019 22:00;01.05.2019 23:00;May;10,9;10,8;21,6;3
01.05.2019 23:00;02.05.2019 00:00;May;14,05;13,98;20,86;4
02.05.2019 00:00;02.05.2019 01:00;May;14,35;14,4;3,56;4
02.05.2019 01:00;02.05.2019 02:00;May;9,35;10,23;0;4
02.05.2019 02:00;02.05.2019 03:00;May;2,5;2,91;0;1
02.05.2019 03:00;02.05.2019 04:00;May;0,25;0;0;NA
02.05.2019 04:00;02.05.2019 05:00;May;0,05;0;0;NA
02.05.2019 05:00;02.05.2019 06:00;May;0,05;0;0;NA
02.05.2019 06:00;02.05.2019 07:00;May;0,9;0;0;NA
02.05.2019 07:00;02.05.2019 08:00;May;0,05;0;0;NA
02.05.2019 08:00;02.05.2019 09:00;May;0,05;0;0;NA
02.05.2019 09:00;02.05.2019 10:00;May;0,05;0;0;NA
02.05.2019 10:00;02.05.2019 11:00;May;0;0;0;NA
02.05.2019 11:00;02.05.2019 12:00;May;0,05;0;0;NA
02.05.2019 12:00;02.05.2019 13:00;May;0,05;0;0;NA
02.05.2019 13:00;02.05.2019 14:00;May;0,05;0;0;NA
02.05.2019 14:00;02.05.2019 15:00;May;0,05;0;0;NA
02.05.2019 15:00;02.05.2019 16:00;May;0,05;0;0;NA
02.05.2019 16:00;02.05.2019 17:00;May;3,45;3,48;4,05;1
02.05.2019 17:00;02.05.2019 18:00;May;0,7;0,57;0;1
02.05.2019 18:00;02.05.2019 19:00;May;0;0;0;NA
02.05.2019 19:00;02.05.2019 20:00;May;0,05;0;0;NA
02.05.2019 20:00;02.05.2019 21:00;May;0,05;0;0;NA
02.05.2019 21:00;02.05.2019 22:00;May;4,15;3,36;6,72;1
02.05.2019 22:00;02.05.2019 23:00;May;3,65;3,6;7,2;1
02.05.2019 23:00;03.05.2019 00:00;May;3,6;3,6;4,27;1
03.05.2019 00:00;03.05.2019 01:00;May;4,1;3,6;0;1
03.05.2019 01:00;03.05.2019 02:00;May;3,4;3,6;0;1
03.05.2019 02:00;03.05.2019 03:00;May;0,75;0,43;0;1
03.05.2019 03:00;03.05.2019 04:00;May;1,95;1,86;3,72;1
03.05.2019 04:00;03.05.2019 05:00;May;3,65;3,6;7,2;1
03.05.2019 05:00;03.05.2019 06:00;May;3,7;3,6;7,2;1
03.05.2019 06:00;03.05.2019 07:00;May;3,7;3,6;3,75;1
03.05.2019 07:00;03.05.2019 08:00;May;3,65;3,6;0;1
03.05.2019 08:00;03.05.2019 09:00;May;3,95;3,6;0;1
03.05.2019 09:00;03.05.2019 10:00;May;1,85;2,01;0;1
03.05.2019 10:00;03.05.2019 11:00;May;0,2;0;0;NA
03.05.2019 11:00;03.05.2019 12:00;May;0,05;0;0;NA
03.05.2019 12:00;03.05.2019 13:00;May;0,05;0;0;NA
03.05.2019 13:00;03.05.2019 14:00;May;0,25;0;0;NA
03.05.2019 14:00;03.05.2019 15:00;May;0,3;0;0;NA
03.05.2019 15:00;03.05.2019 16:00;May;1,6;1,38;2,76;1
03.05.2019 16:00;03.05.2019 17:00;May;5,8;5,76;9,52;2
03.05.2019 17:00;03.05.2019 18:00;May;5,4;5,25;0,11;2
03.05.2019 18:00;03.05.2019 19:00;May;3,35;3,3;3,3;1
03.05.2019 19:00;03.05.2019 20:00;May;2,95;3;6;2
03.05.2019 20:00;03.05.2019 21:00;May;7,25;7,2;7,15;2
03.05.2019 21:00;03.05.2019 22:00;May;3,55;3,35;0,4;3
03.05.2019 22:00;03.05.2019 23:00;May;6,7;7,2;10,82;2
03.05.2019 23:00;04.05.2019 00:00;May;4,15;3,62;6,07;2
04.05.2019 00:00;04.05.2019 01:00;May;8,6;6,18;5,16;2
04.05.2019 01:00;04.05.2019 02:00;May;10,9;8,47;12;3
04.05.2019 02:00;04.05.2019 03:00;May;10,55;7,2;14,4;2
04.05.2019 03:00;04.05.2019 04:00;May;6,3;7,2;7,06;2
04.05.2019 04:00;04.05.2019 05:00;May;3,65;7,2;0;2
04.05.2019 05:00;04.05.2019 06:00;May;3,7;7,2;0;2
04.05.2019 06:00;04.05.2019 07:00;May;1,9;1,24;0;2
04.05.2019 07:00;04.05.2019 08:00;May;0,05;0;0;NA
04.05.2019 08:00;04.05.2019 09:00;May;0,05;0;0;NA
04.05.2019 09:00;04.05.2019 10:00;May;0,05;0;0;NA
04.05.2019 10:00;04.05.2019 11:00;May;0,05;0;0;NA
04.05.2019 11:00;04.05.2019 12:00;May;0,05;0;0;NA
04.05.2019 12:00;04.05.2019 13:00;May;0,05;0;0;NA
04.05.2019 13:00;04.05.2019 14:00;May;0;0;0;NA
04.05.2019 14:00;04.05.2019 15:00;May;0,05;0;0;NA
04.05.2019 15:00;04.05.2019 16:00;May;2,7;1,68;3,36;1
04.05.2019 16:00;04.05.2019 17:00;May;0,3;2,78;1,1;1
04.05.2019 17:00;04.05.2019 18:00;May;0,05;0;0;NA
04.05.2019 18:00;04.05.2019 19:00;May;0,05;0;0;NA
04.05.2019 19:00;04.05.2019 20:00;May;0;0;0;NA
04.05.2019 20:00;04.05.2019 21:00;May;0,05;0;0;NA
04.05.2019 21:00;04.05.2019 22:00;May;0,05;0;0;NA
04.05.2019 22:00;04.05.2019 23:00;May;0,05;0;0;NA
04.05.2019 23:00;05.05.2019 00:00;May;0,05;0;0;NA
05.05.2019 00:00;05.05.2019 01:00;May;0,05;0;0;NA
05.05.2019 01:00;05.05.2019 02:00;May;0;0;0;NA
05.05.2019 02:00;05.05.2019 03:00;May;0,05;0;0;NA
05.05.2019 03:00;05.05.2019 04:00;May;0,05;0;0;NA
05.05.2019 04:00;05.05.2019 05:00;May;0,05;0;0;NA
05.05.2019 05:00;05.05.2019 06:00;May;0,05;0;0;NA
05.05.2019 06:00;05.05.2019 07:00;May;0,05;0;0;NA
05.05.2019 07:00;05.05.2019 08:00;May;0;0;0;NA
05.05.2019 08:00;05.05.2019 09:00;May;0,05;0;0;NA
05.05.2019 09:00;05.05.2019 10:00;May;0,05;0;0;NA
05.05.2019 10:00;05.05.2019 11:00;May;0,05;0;0;NA
05.05.2019 11:00;05.05.2019 12:00;May;0,05;0;0;NA
05.05.2019 12:00;05.05.2019 13:00;May;0,05;0;0;NA
05.05.2019 13:00;05.05.2019 14:00;May;1,9;1,92;3,71;1
05.05.2019 14:00;05.05.2019 15:00;May;1,9;1,79;0;1
05.05.2019 15:00;05.05.2019 16:00;May;0,05;0;0;NA
05.05.2019 16:00;05.05.2019 17:00;May;1,75;1,8;2,89;1
05.05.2019 17:00;05.05.2019 18:00;May;2,45;2,35;2,52;2
05.05.2019 18:00;05.05.2019 19:00;May;3,6;3,6;4,05;1
05.05.2019 19:00;05.05.2019 20:00;May;1,65;1,71;0;1
05.05.2019 20:00;05.05.2019 21:00;May;0,45;0;0;NA
05.05.2019 21:00;05.05.2019 22:00;May;0,25;0;0;NA
05.05.2019 22:00;05.05.2019 23:00;May;2,1;1,93;1,93;1
05.05.2019 23:00;06.05.2019 00:00;May;0,35;0;0;NA
06.05.2019 00:00;06.05.2019 01:00;May;0,05;0;0;NA
06.05.2019 01:00;06.05.2019 02:00;May;0,05;0;0;NA
06.05.2019 02:00;06.05.2019 03:00;May;0,25;0,3;0,6;1
06.05.2019 03:00;06.05.2019 04:00;May;3,7;3,6;7,2;1
06.05.2019 04:00;06.05.2019 05:00;May;3,7;3,6;6,7;1
06.05.2019 05:00;06.05.2019 06:00;May;3,65;3,6;0;1
06.05.2019 06:00;06.05.2019 07:00;May;3,5;3,4;0;1
06.05.2019 07:00;06.05.2019 08:00;May;0,05;0;0;NA
06.05.2019 08:00;06.05.2019 09:00;May;0,05;0;0;NA
06.05.2019 09:00;06.05.2019 10:00;May;0,05;0;0;NA
06.05.2019 10:00;06.05.2019 11:00;May;0,05;0;0;NA
06.05.2019 11:00;06.05.2019 12:00;May;0,05;0;0;NA
06.05.2019 12:00;06.05.2019 13:00;May;0;0;0;NA
06.05.2019 13:00;06.05.2019 14:00;May;0,05;0;0;NA
06.05.2019 14:00;06.05.2019 15:00;May;0,05;0;0;NA
06.05.2019 15:00;06.05.2019 16:00;May;0,05;0;0;NA
06.05.2019 16:00;06.05.2019 17:00;May;0,05;0;0;NA
06.05.2019 17:00;06.05.2019 18:00;May;0,05;0;0;NA
06.05.2019 18:00;06.05.2019 19:00;May;0;0;0;NA
06.05.2019 19:00;06.05.2019 20:00;May;1,65;1,68;3,36;1
06.05.2019 20:00;06.05.2019 21:00;May;5,8;5,49;4,08;2
06.05.2019 21:00;06.05.2019 22:00;May;2,45;2,08;1,81;2
06.05.2019 22:00;06.05.2019 23:00;May;2,7;2,52;5,04;1
06.05.2019 23:00;07.05.2019 00:00;May;3,65;3,6;7,2;1
07.05.2019 00:00;07.05.2019 01:00;May;3,65;3,6;3,54;1
07.05.2019 01:00;07.05.2019 02:00;May;3,65;3,6;0;1
07.05.2019 02:00;07.05.2019 03:00;May;1,35;2,46;0;1
07.05.2019 03:00;07.05.2019 04:00;May;0,4;0;0;NA
07.05.2019 04:00;07.05.2019 05:00;May;0,1;0;0;NA
07.05.2019 05:00;07.05.2019 06:00;May;0,05;0;0;NA
07.05.2019 06:00;07.05.2019 07:00;May;0,8;0;0;NA
07.05.2019 07:00;07.05.2019 08:00;May;0,05;0;0;NA
07.05.2019 08:00;07.05.2019 09:00;May;0,05;0;0;NA
07.05.2019 09:00;07.05.2019 10:00;May;0,05;NA;NA;NA
07.05.2019 10:00;07.05.2019 11:00;May;0,05;NA;NA;NA
07.05.2019 11:00;07.05.2019 12:00;May;0,05;NA;NA;NA
07.05.2019 12:00;07.05.2019 13:00;May;0;NA;NA;NA
07.05.2019 13:00;07.05.2019 14:00;May;0,05;NA;NA;NA
07.05.2019 14:00;07.05.2019 15:00;May;0,05;NA;NA;NA
07.05.2019 15:00;07.05.2019 16:00;May;0,05;NA;NA;NA
07.05.2019 16:00;07.05.2019 17:00;May;0,05;NA;NA;NA
07.05.2019 17:00;07.05.2019 18:00;May;3;1,68;3,36;2
07.05.2019 18:00;07.05.2019 19:00;May;10,8;7,2;14,4;2
07.05.2019 19:00;07.05.2019 20:00;May;6,05;7,2;3,84;2
07.05.2019 20:00;07.05.2019 21:00;May;1,9;5,51;0;2
07.05.2019 21:00;07.05.2019 22:00;May;0,2;0,01;0;1
07.05.2019 22:00;07.05.2019 23:00;May;2,9;3;6;1
07.05.2019 23:00;08.05.2019 00:00;May;3,3;3,6;0,87;1
08.05.2019 00:00;08.05.2019 01:00;May;0,75;0,27;0;1
08.05.2019 01:00;08.05.2019 02:00;May;0,05;0;0;NA
08.05.2019 02:00;08.05.2019 03:00;May;0,05;0;0;NA
08.05.2019 03:00;08.05.2019 04:00;May;0,05;0;0;NA
08.05.2019 04:00;08.05.2019 05:00;May;0,05;0;0;NA
08.05.2019 05:00;08.05.2019 06:00;May;0,05;0;0;NA
08.05.2019 06:00;08.05.2019 07:00;May;0,05;0;0;NA
08.05.2019 07:00;08.05.2019 08:00;May;0;0;0;NA
08.05.2019 08:00;08.05.2019 09:00;May;0,05;0;0;NA
08.05.2019 09:00;08.05.2019 10:00;May;0,05;0;0;NA
08.05.2019 10:00;08.05.2019 11:00;May;0,05;NA;NA;NA
08.05.2019 11:00;08.05.2019 12:00;May;0,05;NA;NA;NA
08.05.2019 12:00;08.05.2019 13:00;May;0,05;NA;NA;NA
08.05.2019 13:00;08.05.2019 14:00;May;0;NA;NA;NA
08.05.2019 14:00;08.05.2019 15:00;May;0,05;NA;NA;NA
08.05.2019 15:00;08.05.2019 16:00;May;4,25;4,32;8,64;2
08.05.2019 16:00;08.05.2019 17:00;May;10,75;9,17;11,7;3
08.05.2019 17:00;08.05.2019 18:00;May;5,45;6,79;1,21;2
08.05.2019 18:00;08.05.2019 19:00;May;1,3;1,27;0;1
08.05.2019 19:00;08.05.2019 20:00;May;4,65;2,4;4,8;1
08.05.2019 20:00;08.05.2019 21:00;May;6,9;3,6;7,2;1
08.05.2019 21:00;08.05.2019 22:00;May;6,85;3,6;7,2;1
08.05.2019 22:00;08.05.2019 23:00;May;5,95;3,6;4,69;1
08.05.2019 23:00;09.05.2019 00:00;May;0,05;3,6;0;1
09.05.2019 00:00;09.05.2019 01:00;May;0,05;3,6;0;1
09.05.2019 01:00;09.05.2019 02:00;May;0;3,49;0;1
09.05.2019 02:00;09.05.2019 03:00;May;0,05;NA;NA;NA
09.05.2019 03:00;09.05.2019 04:00;May;0,05;NA;NA;NA
09.05.2019 04:00;09.05.2019 05:00;May;0,05;NA;NA;NA
09.05.2019 05:00;09.05.2019 06:00;May;0,05;NA;NA;NA
09.05.2019 06:00;09.05.2019 07:00;May;0,05;NA;NA;NA
09.05.2019 07:00;09.05.2019 08:00;May;0;NA;NA;NA
09.05.2019 08:00;09.05.2019 09:00;May;0,05;NA;NA;NA
09.05.2019 09:00;09.05.2019 10:00;May;0,05;NA;NA;NA
09.05.2019 10:00;09.05.2019 11:00;May;0,05;NA;NA;NA
09.05.2019 11:00;09.05.2019 12:00;May;0,05;NA;NA;NA
09.05.2019 12:00;09.05.2019 13:00;May;0,05;NA;NA;NA
09.05.2019 13:00;09.05.2019 14:00;May;0,05;NA;NA;NA
09.05.2019 14:00;09.05.2019 15:00;May;0;NA;NA;NA
09.05.2019 15:00;09.05.2019 16:00;May;5,75;2,88;5,76;1
09.05.2019 16:00;09.05.2019 17:00;May;9,35;6,9;11,21;2
09.05.2019 17:00;09.05.2019 18:00;May;1,85;5,36;0;2
09.05.2019 18:00;09.05.2019 19:00;May;0;1,83;0;1
09.05.2019 19:00;09.05.2019 20:00;May;4,25;4,38;8,76;3
09.05.2019 20:00;09.05.2019 21:00;May;10,85;10,8;20,91;3
09.05.2019 21:00;09.05.2019 22:00;May;10,85;10,8;7,31;3
09.05.2019 22:00;09.05.2019 23:00;May;6,5;7,4;0;3
09.05.2019 23:00;10.05.2019 00:00;May;9,15;7,02;6,84;2
10.05.2019 00:00;10.05.2019 01:00;May;6,75;3,6;7,2;1
10.05.2019 01:00;10.05.2019 02:00;May;9,7;7,02;14,04;2
10.05.2019 02:00;10.05.2019 03:00;May;9,9;7,2;13,73;2
10.05.2019 03:00;10.05.2019 04:00;May;6,95;7,2;4,99;2
10.05.2019 04:00;10.05.2019 05:00;May;3,65;7,2;0;2
10.05.2019 05:00;10.05.2019 06:00;May;3,7;7,2;0;2
10.05.2019 06:00;10.05.2019 07:00;May;2,05;3,96;0;2
10.05.2019 07:00;10.05.2019 08:00;May;0,1;0;0;NA
10.05.2019 08:00;10.05.2019 09:00;May;0,05;0;0;NA
10.05.2019 09:00;10.05.2019 10:00;May;0,05;0;0;NA
10.05.2019 10:00;10.05.2019 11:00;May;0,05;0;0;NA
10.05.2019 11:00;10.05.2019 12:00;May;0,05;0;0;NA
10.05.2019 12:00;10.05.2019 13:00;May;0;0;0;NA
10.05.2019 13:00;10.05.2019 14:00;May;0,05;0;0;NA
10.05.2019 14:00;10.05.2019 15:00;May;0,05;0;0;NA
10.05.2019 15:00;10.05.2019 16:00;May;0,05;0;0;NA
10.05.2019 16:00;10.05.2019 17:00;May;0,05;0;0;NA
10.05.2019 17:00;10.05.2019 18:00;May;0,05;0;0;NA
10.05.2019 18:00;10.05.2019 19:00;May;0;0;0;NA
10.05.2019 19:00;10.05.2019 20:00;May;0,05;0;0;NA
10.05.2019 20:00;10.05.2019 21:00;May;0,05;0;0;NA
10.05.2019 21:00;10.05.2019 22:00;May;6,05;3,18;6,36;1
10.05.2019 22:00;10.05.2019 23:00;May;6,85;3,6;7,2;1
10.05.2019 23:00;11.05.2019 00:00;May;5,05;3,6;4,08;1
11.05.2019 00:00;11.05.2019 01:00;May;0,05;3,6;0;1
11.05.2019 01:00;11.05.2019 02:00;May;0,05;3,6;0;1
11.05.2019 02:00;11.05.2019 03:00;May;0,5;0,54;0,96;2
11.05.2019 03:00;11.05.2019 04:00;May;3,65;3,6;7,2;1
11.05.2019 04:00;11.05.2019 05:00;May;3,7;3,6;7,2;1
11.05.2019 05:00;11.05.2019 06:00;May;3,7;3,6;1,65;1
11.05.2019 06:00;11.05.2019 07:00;May;3,65;3,6;0;1
11.05.2019 07:00;11.05.2019 08:00;May;2,1;2,13;0;1
11.05.2019 08:00;11.05.2019 09:00;May;0,15;0;0;NA
11.05.2019 09:00;11.05.2019 10:00;May;0,25;0;0;NA
11.05.2019 10:00;11.05.2019 11:00;May;0,1;0;0;NA
11.05.2019 11:00;11.05.2019 12:00;May;0,05;0;0;NA
11.05.2019 12:00;11.05.2019 13:00;May;0,05;0;0;NA
11.05.2019 13:00;11.05.2019 14:00;May;0,05;0;0;NA
11.05.2019 14:00;11.05.2019 15:00;May;0,05;0;0;NA
11.05.2019 15:00;11.05.2019 16:00;May;0;0;0;NA
11.05.2019 16:00;11.05.2019 17:00;May;0,05;0;0;NA
11.05.2019 17:00;11.05.2019 18:00;May;0,05;0;0;NA
11.05.2019 18:00;11.05.2019 19:00;May;0,05;0;0;NA
11.05.2019 19:00;11.05.2019 20:00;May;3,05;3,06;6,12;1
11.05.2019 20:00;11.05.2019 21:00;May;3,65;3,6;7,2;1
11.05.2019 21:00;11.05.2019 22:00;May;3,65;3,6;4,69;1
11.05.2019 22:00;11.05.2019 23:00;May;6,25;6,24;5,28;2
11.05.2019 23:00;12.05.2019 00:00;May;7,1;7,2;7,2;2
12.05.2019 00:00;12.05.2019 01:00;May;4,4;4,15;2,92;2
12.05.2019 01:00;12.05.2019 02:00;May;3,65;3,6;0;1
12.05.2019 02:00;12.05.2019 03:00;May;1,2;1,96;0;1
12.05.2019 03:00;12.05.2019 04:00;May;0,1;0;0;NA
12.05.2019 04:00;12.05.2019 05:00;May;0,05;0;0;NA
12.05.2019 05:00;12.05.2019 06:00;May;0,05;0;0;NA
12.05.2019 06:00;12.05.2019 07:00;May;0,85;0;0;NA
12.05.2019 07:00;12.05.2019 08:00;May;0;0;0;NA
12.05.2019 08:00;12.05.2019 09:00;May;0,05;0;0;NA
12.05.2019 09:00;12.05.2019 10:00;May;0,05;0;0;NA
12.05.2019 10:00;12.05.2019 11:00;May;0,05;0;0;NA
12.05.2019 11:00;12.05.2019 12:00;May;0,05;0;0;NA
12.05.2019 12:00;12.05.2019 13:00;May;0,05;0;0;NA
12.05.2019 13:00;12.05.2019 14:00;May;0;0;0;NA
12.05.2019 14:00;12.05.2019 15:00;May;0,05;0;0;NA
12.05.2019 15:00;12.05.2019 16:00;May;0,05;0;0;NA
12.05.2019 16:00;12.05.2019 17:00;May;0,05;0;0;NA
12.05.2019 17:00;12.05.2019 18:00;May;0,05;0;0;NA
12.05.2019 18:00;12.05.2019 19:00;May;0,05;0;0;NA
12.05.2019 19:00;12.05.2019 20:00;May;0,05;0;0;NA
12.05.2019 20:00;12.05.2019 21:00;May;0;0;0;NA
12.05.2019 21:00;12.05.2019 22:00;May;2,1;2,04;4,08;1
12.05.2019 22:00;12.05.2019 23:00;May;4,55;4,56;7,63;2
12.05.2019 23:00;13.05.2019 00:00;May;7;7,2;7,2;2
13.05.2019 00:00;13.05.2019 01:00;May;4,4;4,15;5,2;2
13.05.2019 01:00;13.05.2019 02:00;May;3,7;3,6;0;1
13.05.2019 02:00;13.05.2019 03:00;May;2,4;2,56;0;1
13.05.2019 03:00;13.05.2019 04:00;May;0,35;0;0;NA
13.05.2019 04:00;13.05.2019 05:00;May;0,05;0;0;NA
13.05.2019 05:00;13.05.2019 06:00;May;0,05;0;0;NA
13.05.2019 06:00;13.05.2019 07:00;May;0,05;0;0;NA
13.05.2019 07:00;13.05.2019 08:00;May;0,05;0;0;NA
13.05.2019 08:00;13.05.2019 09:00;May;0;0;0;NA
13.05.2019 09:00;13.05.2019 10:00;May;0,05;0;0;NA
13.05.2019 10:00;13.05.2019 11:00;May;0,05;0;0;NA
13.05.2019 11:00;13.05.2019 12:00;May;0,05;0;0;NA
13.05.2019 12:00;13.05.2019 13:00;May;0,05;0;0;NA
13.05.2019 13:00;13.05.2019 14:00;May;0,05;0;0;NA
13.05.2019 14:00;13.05.2019 15:00;May;0;0;0;NA
13.05.2019 15:00;13.05.2019 16:00;May;0,05;0;0;NA
13.05.2019 16:00;13.05.2019 17:00;May;2,55;2,58;5,16;1
13.05.2019 17:00;13.05.2019 18:00;May;3,65;3,6;1,02;1
13.05.2019 18:00;13.05.2019 19:00;May;2,95;2,82;4,93;1
13.05.2019 19:00;13.05.2019 20:00;May;2,2;2,11;0;1
13.05.2019 20:00;13.05.2019 21:00;May;2,35;2,4;4,8;1
13.05.2019 21:00;13.05.2019 22:00;May;3,65;3,6;7,2;1
13.05.2019 22:00;13.05.2019 23:00;May;6,5;5,28;4,16;3
