date_from;daily_hour;weekday;month;Synthetic_3_6kW;Synthetic_7_2kW;Flex_3_6kW;Flex_7_2kW;n_shared
25.02.2019 08:00;8;Monday;Feb;1,19;0;2,41;7,2;5
25.02.2019 09:00;9;Monday;Feb;0;0;3,6;7,2;5
25.02.2019 10:00;10;Monday;Feb;0;0;3,6;7,2;5
25.02.2019 11:00;11;Monday;Feb;0;0;3,6;7,2;5
25.02.2019 12:00;12;Monday;Feb;0;0;2,556;5,112;5
25.02.2019 13:00;13;Monday;Feb;0;0;0;0;5
25.02.2019 14:00;14;Monday;Feb;0;0;0;0;5
25.02.2019 15:00;15;Monday;Feb;0;0;0;0;5
25.02.2019 16:00;16;Monday;Feb;0;0;0;0;5
25.02.2019 17:00;17;Monday;Feb;0;0;0;0;5
25.02.2019 18:00;18;Monday;Feb;0;0;0;0;5
25.02.2019 19:00;19;Monday;Feb;0;0;0;0;5
25.02.2019 20:00;20;Monday;Feb;0;0;0;0;5
25.02.2019 21:00;21;Monday;Feb;0;0;0;0;5
25.02.2019 22:00;22;Monday;Feb;0;0;0;0;5
25.02.2019 23:00;23;Monday;Feb;0;0;0;0;5
26.02.2019 00:00;0;Tuesday;Feb;0;0;0;0;5
26.02.2019 01:00;1;Tuesday;Feb;0;0;0;0;5
26.02.2019 02:00;2;Tuesday;Feb;0;0;0;0;5
26.02.2019 03:00;3;Tuesday;Feb;0;0;0;0;5
26.02.2019 04:00;4;Tuesday;Feb;0;0;0;0;5
26.02.2019 05:00;5;Tuesday;Feb;0;0;0;0;5
26.02.2019 06:00;6;Tuesday;Feb;0;0;0;0;5
26.02.2019 07:00;7;Tuesday;Feb;0;0;0;0;5
26.02.2019 08:00;8;Tuesday;Feb;0;0;0;0;5
26.02.2019 09:00;9;Tuesday;Feb;0;0;0;0;5
26.02.2019 10:00;10;Tuesday;Feb;0;0;0;0;5
26.02.2019 11:00;11;Tuesday;Feb;0;0;0;0;5
26.02.2019 12:00;12;Tuesday;Feb;0;0;0;0;5
26.02.2019 13:00;13;Tuesday;Feb;0;0;0;0;5
26.02.2019 14:00;14;Tuesday;Feb;0;0;0;0;5
26.02.2019 15:00;15;Tuesday;Feb;0;0;0;0;5
26.02.2019 16:00;16;Tuesday;Feb;0;0;0;0;5
26.02.2019 17:00;17;Tuesday;Feb;0;0;0;0;5
26.02.2019 18:00;18;Tuesday;Feb;0;0;0;0;5
26.02.2019 19:00;19;Tuesday;Feb;0;0;0;0;5
26.02.2019 20:00;20;Tuesday;Feb;0;0;0;0;5
26.02.2019 21:00;21;Tuesday;Feb;0;0;0;0;5
26.02.2019 22:00;22;Tuesday;Feb;0;0;0;0;5
26.02.2019 23:00;23;Tuesday;Feb;1,8;3,6;0;0;5
27.02.2019 00:00;0;Wednesday;Feb;3,6;7,2;0;0;5
27.02.2019 01:00;1;Wednesday;Feb;3,6;4,43;0;2,77;5
27.02.2019 02:00;2;Wednesday;Feb;3,6;0;0;7,2;5
27.02.2019 03:00;3;Wednesday;Feb;2,63;0;0,97;7,2;5
27.02.2019 04:00;4;Wednesday;Feb;0;0;3,6;7,2;5
27.02.2019 05:00;5;Wednesday;Feb;0;0;3,6;7,2;5
27.02.2019 06:00;6;Wednesday;Feb;0;0;3,6;7,2;5
27.02.2019 07:00;7;Wednesday;Feb;0;0;3,6;7,2;5
27.02.2019 08:00;8;Wednesday;Feb;0;0;3,6;7,2;5
27.02.2019 09:00;9;Wednesday;Feb;0;0;3,6;7,2;5
27.02.2019 10:00;10;Wednesday;Feb;0;0;1,522;3,044;5
27.02.2019 11:00;11;Wednesday;Feb;0;0;0;0;5
27.02.2019 12:00;12;Wednesday;Feb;0;0;0;0;5
27.02.2019 13:00;13;Wednesday;Feb;0;0;0;0;5
27.02.2019 14:00;14;Wednesday;Feb;0;0;0;0;5
27.02.2019 15:00;15;Wednesday;Feb;0;0;0;0;5
27.02.2019 16:00;16;Wednesday;Feb;0;0;0;0;5
27.02.2019 17:00;17;Wednesday;Feb;0;0;0;0;5
27.02.2019 18:00;18;Wednesday;Feb;1,38;2,76;0;0;5
27.02.2019 19:00;19;Wednesday;Feb;3,6;7,2;0;0;5
27.02.2019 20:00;20;Wednesday;Feb;3,6;2,93;0;4,252;5
27.02.2019 21:00;21;Wednesday;Feb;3,6;0;0;0;5
27.02.2019 22:00;22;Wednesday;Feb;0,71;0;0;0;5
27.02.2019 23:00;23;Wednesday;Feb;0;0;0;0;5
28.02.2019 00:00;0;Thursday;Feb;0;0;0;0;5
28.02.2019 01:00;1;Thursday;Feb;0;0;0;0;5
28.02.2019 02:00;2;Thursday;Feb;0;0;0;0;5
28.02.2019 03:00;3;Thursday;Feb;0;0;0;0;5
28.02.2019 04:00;4;Thursday;Feb;0;0;0;0;5
28.02.2019 05:00;5;Thursday;Feb;0;0;0;0;5
28.02.2019 06:00;6;Thursday;Feb;0;0;0;0;5
28.02.2019 07:00;7;Thursday;Feb;0;0;0;0;5
28.02.2019 08:00;8;Thursday;Feb;0;0;0;0;5
28.02.2019 09:00;9;Thursday;Feb;0;0;0;0;5
28.02.2019 10:00;10;Thursday;Feb;0;0;0;0;5
28.02.2019 11:00;11;Thursday;Feb;0;0;0;0;5
28.02.2019 12:00;12;Thursday;Feb;0;0;0;0;5
28.02.2019 13:00;13;Thursday;Feb;0;0;0;0;5
28.02.2019 14:00;14;Thursday;Feb;0;0;0;0;5
28.02.2019 15:00;15;Thursday;Feb;0;0;0;0;5
28.02.2019 16:00;16;Thursday;Feb;0,78;1,56;0;0;5
28.02.2019 17:00;17;Thursday;Feb;5,66;7,88;0,94;5,32;5
28.02.2019 18:00;18;Thursday;Feb;3,6;7,2;1,28;2,56;5
28.02.2019 19:00;19;Thursday;Feb;3,6;7,2;0;0;5
28.02.2019 20:00;20;Thursday;Feb;3,6;6,86;0;0,34;5
28.02.2019 21:00;21;Thursday;Feb;3,6;0;0;4,124;5
28.02.2019 22:00;22;Thursday;Feb;3,6;0;0;0;5
28.02.2019 23:00;23;Thursday;Feb;3,6;0;0;0;5
01.03.2019 00:00;0;Friday;Mar;2,66;0;0;0;5
01.03.2019 01:00;1;Friday;Mar;0;0;0;0;5
01.03.2019 02:00;2;Friday;Mar;0;0;0;0;5
01.03.2019 03:00;3;Friday;Mar;0;0;0;0;5
01.03.2019 04:00;4;Friday;Mar;0;0;0;0;5
01.03.2019 05:00;5;Friday;Mar;0;0;0;0;5
01.03.2019 06:00;6;Friday;Mar;0;0;0;0;5
01.03.2019 07:00;7;Friday;Mar;0;0;0;0;5
01.03.2019 08:00;8;Friday;Mar;0;0;0;0;5
01.03.2019 09:00;9;Friday;Mar;0;0;0;0;5
01.03.2019 10:00;10;Friday;Mar;0;0;0;0;5
01.03.2019 11:00;11;Friday;Mar;0;0;0;0;5
01.03.2019 12:00;12;Friday;Mar;0;0;0;0;5
01.03.2019 13:00;13;Friday;Mar;0;0;0;0;5
01.03.2019 14:00;14;Friday;Mar;0;0;0;0;5
01.03.2019 15:00;15;Friday;Mar;0;0;0;0;5
01.03.2019 16:00;16;Friday;Mar;0;0;0;0;5
01.03.2019 17:00;17;Friday;Mar;0;0;0;0;5
01.03.2019 18:00;18;Friday;Mar;0;0;0;0;5
01.03.2019 19:00;19;Friday;Mar;0;0;0;0;5
01.03.2019 20:00;20;Friday;Mar;0;0;0;0;5
01.03.2019 21:00;21;Friday;Mar;0;0;0;0;5
01.03.2019 22:00;22;Friday;Mar;2,22;4,44;0;0;5
01.03.2019 23:00;23;Friday;Mar;3,6;7,2;0;0;5
02.03.2019 00:00;0;Saturday;Mar;3,6;5,57;0;1,63;5
02.03.2019 01:00;1;Saturday;Mar;3,6;0;0;3,616;5
02.03.2019 02:00;2;Saturday;Mar;3,6;0;0;0;5
02.03.2019 03:00;3;Saturday;Mar;0,59;0;0;0;5
02.03.2019 04:00;4;Saturday;Mar;0;0;0;0;5
02.03.2019 05:00;5;Saturday;Mar;0;0;0;0;5
02.03.2019 06:00;6;Saturday;Mar;0;0;0;0;5
02.03.2019 07:00;7;Saturday;Mar;0;0;0;0;5
02.03.2019 08:00;8;Saturday;Mar;0;0;0;0;5
02.03.2019 09:00;9;Saturday;Mar;2,28;4,56;0;0;5
02.03.2019 10:00;10;Saturday;Mar;3,6;2,4;0;4,8;5
02.03.2019 11:00;11;Saturday;Mar;1,08;0;2,52;7,2;5
02.03.2019 12:00;12;Saturday;Mar;0;0;3,6;7,2;5
02.03.2019 13:00;13;Saturday;Mar;0;0;3,6;7,2;5
02.03.2019 14:00;14;Saturday;Mar;0;0;3,6;7,2;5
02.03.2019 15:00;15;Saturday;Mar;0;0;3,6;7,2;5
02.03.2019 16:00;16;Saturday;Mar;0;0;1,458;2,916;5
02.03.2019 17:00;17;Saturday;Mar;0;0;0;0;5
02.03.2019 18:00;18;Saturday;Mar;0;0;0;0;5
02.03.2019 19:00;19;Saturday;Mar;0;0;0;0;5
02.03.2019 20:00;20;Saturday;Mar;0;0;0;0;5
02.03.2019 21:00;21;Saturday;Mar;0;0;0;0;5
02.03.2019 22:00;22;Saturday;Mar;0;0;0;0;5
02.03.2019 23:00;23;Saturday;Mar;0;0;0;0;5
03.03.2019 00:00;0;Sunday;Mar;0;0;0;0;5
03.03.2019 01:00;1;Sunday;Mar;0;0;0;0;5
03.03.2019 02:00;2;Sunday;Mar;0;0;0;0;5
03.03.2019 03:00;3;Sunday;Mar;0;0;0;0;5
03.03.2019 04:00;4;Sunday;Mar;0;0;0;0;5
03.03.2019 05:00;5;Sunday;Mar;0;0;0;0;5
03.03.2019 06:00;6;Sunday;Mar;0;0;0;0;5
03.03.2019 07:00;7;Sunday;Mar;0;0;0;0;5
03.03.2019 08:00;8;Sunday;Mar;0;0;0;0;5
03.03.2019 09:00;9;Sunday;Mar;0;0;0;0;5
03.03.2019 10:00;10;Sunday;Mar;0;0;0;0;5
03.03.2019 11:00;11;Sunday;Mar;0;0;0;0;5
03.03.2019 12:00;12;Sunday;Mar;0,3;0,6;0;0;5
03.03.2019 13:00;13;Sunday;Mar;4,8;8,45;0;1,15;5
03.03.2019 14:00;14;Sunday;Mar;6,35;7,2;0,85;7,2;5
03.03.2019 15:00;15;Sunday;Mar;3,6;7,2;3,6;7,2;5
03.03.2019 16:00;16;Sunday;Mar;3,6;7,2;2,235;4,47;5
03.03.2019 17:00;17;Sunday;Mar;3,6;7,2;0;0;5
03.03.2019 18:00;18;Sunday;Mar;3,6;0,73;0;6,47;5
03.03.2019 19:00;19;Sunday;Mar;3,6;0;0;7,2;5
03.03.2019 20:00;20;Sunday;Mar;3,6;0;0;7,2;5
03.03.2019 21:00;21;Sunday;Mar;3,6;0;0;7,2;5
03.03.2019 22:00;22;Sunday;Mar;1,93;0;1,67;7,2;5
03.03.2019 23:00;23;Sunday;Mar;3,36;6,72;3,6;7,2;5
04.03.2019 00:00;0;Monday;Mar;3,6;7,2;3,6;7,2;5
04.03.2019 01:00;1;Monday;Mar;3,6;1,5;3,6;12,9;5
04.03.2019 02:00;2;Monday;Mar;3,6;0;3,6;14,4;5
04.03.2019 03:00;3;Monday;Mar;1,26;0;5,94;14,4;5
04.03.2019 04:00;4;Monday;Mar;0;0;7,2;14,4;5
04.03.2019 05:00;5;Monday;Mar;0;0;7,2;14,4;5
04.03.2019 06:00;6;Monday;Mar;0;0;4,047;8,094;5
04.03.2019 07:00;7;Monday;Mar;0;0;3,6;7,2;5
04.03.2019 08:00;8;Monday;Mar;0;0;1,123;2,246;5
04.03.2019 09:00;9;Monday;Mar;0;0;0;0;5
04.03.2019 10:00;10;Monday;Mar;0;0;0;0;5
04.03.2019 11:00;11;Monday;Mar;0;0;0;0;5
04.03.2019 12:00;12;Monday;Mar;0;0;0;0;5
04.03.2019 13:00;13;Monday;Mar;0;0;0;0;5
04.03.2019 14:00;14;Monday;Mar;0;0;0;0;5
04.03.2019 15:00;15;Monday;Mar;0;0;0;0;5
04.03.2019 16:00;16;Monday;Mar;0;0;0;0;5
04.03.2019 17:00;17;Monday;Mar;0;0;0;0;5
04.03.2019 18:00;18;Monday;Mar;0;0;0;0;5
04.03.2019 19:00;19;Monday;Mar;0;0;0;0;5
04.03.2019 20:00;20;Monday;Mar;0;0;0;0;5
04.03.2019 21:00;21;Monday;Mar;0;0;0;0;5
04.03.2019 22:00;22;Monday;Mar;0;0;0;0;5
04.03.2019 23:00;23;Monday;Mar;0;0;0;0;5
05.03.2019 00:00;0;Tuesday;Mar;0;0;0;0;5
05.03.2019 01:00;1;Tuesday;Mar;0;0;0;0;5
05.03.2019 02:00;2;Tuesday;Mar;0;0;0;0;5
05.03.2019 03:00;3;Tuesday;Mar;0;0;0;0;5
05.03.2019 04:00;4;Tuesday;Mar;0;0;0;0;5
05.03.2019 05:00;5;Tuesday;Mar;0;0;0;0;5
05.03.2019 06:00;6;Tuesday;Mar;0;0;0;0;5
05.03.2019 07:00;7;Tuesday;Mar;0;0;0;0;5
05.03.2019 08:00;8;Tuesday;Mar;0;0;0;0;5
05.03.2019 09:00;9;Tuesday;Mar;0;0;0;0;5
05.03.2019 10:00;10;Tuesday;Mar;0;0;0;0;5
05.03.2019 11:00;11;Tuesday;Mar;0;0;0;0;5
05.03.2019 12:00;12;Tuesday;Mar;0;0;0;0;5
05.03.2019 13:00;13;Tuesday;Mar;0;0;0;0;5
05.03.2019 14:00;14;Tuesday;Mar;0;0;0;0;5
05.03.2019 15:00;15;Tuesday;Mar;0;0;0;0;5
05.03.2019 16:00;16;Tuesday;Mar;0;0;0;0;5
05.03.2019 17:00;17;Tuesday;Mar;0;0;0;0;5
05.03.2019 18:00;18;Tuesday;Mar;0;0;0;0;5
05.03.2019 19:00;19;Tuesday;Mar;0;0;0;0;5
05.03.2019 20:00;20;Tuesday;Mar;0;0;0;0;5
05.03.2019 21:00;21;Tuesday;Mar;0;0;0;0;5
05.03.2019 22:00;22;Tuesday;Mar;1,32;2,64;0;0;5
05.03.2019 23:00;23;Tuesday;Mar;3,6;7,2;0;0;5
06.03.2019 00:00;0;Wednesday;Mar;3,6;3,2;0;4;5
06.03.2019 01:00;1;Wednesday;Mar;3,6;0;0;7,2;5
06.03.2019 02:00;2;Wednesday;Mar;0,92;0;2,68;7,2;5
06.03.2019 03:00;3;Wednesday;Mar;0;0;3,6;7,2;5
06.03.2019 04:00;4;Wednesday;Mar;0;0;3,6;7,2;5
06.03.2019 05:00;5;Wednesday;Mar;0;0;3,6;7,2;5
06.03.2019 06:00;6;Wednesday;Mar;0;0;3,6;7,2;5
06.03.2019 07:00;7;Wednesday;Mar;0;0;3,6;7,2;5
06.03.2019 08:00;8;Wednesday;Mar;0;0;3,6;7,2;5
06.03.2019 09:00;9;Wednesday;Mar;0;0;3,6;7,2;5
06.03.2019 10:00;10;Wednesday;Mar;0;0;3,6;7,2;5
06.03.2019 11:00;11;Wednesday;Mar;0;0;0,298;0,596;5
06.03.2019 12:00;12;Wednesday;Mar;0;0;0;0;5
06.03.2019 13:00;13;Wednesday;Mar;0;0;0;0;5
06.03.2019 14:00;14;Wednesday;Mar;0;0;0;0;5
06.03.2019 15:00;15;Wednesday;Mar;0;0;0;0;5
06.03.2019 16:00;16;Wednesday;Mar;0;0;0;0;5
06.03.2019 17:00;17;Wednesday;Mar;0;0;0;0;5
06.03.2019 18:00;18;Wednesday;Mar;0;0;0;0;5
06.03.2019 19:00;19;Wednesday;Mar;2,46;4,92;0;0;5
06.03.2019 20:00;20;Wednesday;Mar;3,6;7,2;0;0;5
06.03.2019 21:00;21;Wednesday;Mar;3,6;7,2;0;0;5
06.03.2019 22:00;22;Wednesday;Mar;3,6;6,36;0;0,84;5
06.03.2019 23:00;23;Wednesday;Mar;3,6;0;0;7,2;5
07.03.2019 00:00;0;Thursday;Mar;3,6;0;0;7,2;5
07.03.2019 01:00;1;Thursday;Mar;3,6;0;0;7,2;5
07.03.2019 02:00;2;Thursday;Mar;1,62;0;1,98;7,2;5
07.03.2019 03:00;3;Thursday;Mar;0;0;3,6;7,2;5
07.03.2019 04:00;4;Thursday;Mar;0;0;3,6;7,2;5
07.03.2019 05:00;5;Thursday;Mar;0;0;3,6;7,2;5
07.03.2019 06:00;6;Thursday;Mar;0;0;3,6;7,2;5
07.03.2019 07:00;7;Thursday;Mar;0;0;3,6;7,2;5
07.03.2019 08:00;8;Thursday;Mar;0;0;0,45;0,9;5
07.03.2019 09:00;9;Thursday;Mar;0;0;0;0;5
07.03.2019 10:00;10;Thursday;Mar;2,94;5,88;0;0;5
07.03.2019 11:00;11;Thursday;Mar;3,6;1,07;0;6,13;5
07.03.2019 12:00;12;Thursday;Mar;0,41;0;3,19;7,2;5
07.03.2019 13:00;13;Thursday;Mar;0;0;3,6;7,2;5
07.03.2019 14:00;14;Thursday;Mar;0;0;3,6;7,2;5
07.03.2019 15:00;15;Thursday;Mar;0;0;1,888;3,776;5
07.03.2019 16:00;16;Thursday;Mar;0;0;0;0;5
07.03.2019 17:00;17;Thursday;Mar;0,78;1,56;0;0;5
07.03.2019 18:00;18;Thursday;Mar;4,5;9;0;0;5
07.03.2019 19:00;19;Thursday;Mar;7,2;12,9;0;1,5;5
07.03.2019 20:00;20;Thursday;Mar;7,2;2,51;0;11,89;5
07.03.2019 21:00;21;Thursday;Mar;6,29;0;0,72;13,376;5
07.03.2019 22:00;22;Thursday;Mar;0;0;1,121;2,242;5
07.03.2019 23:00;23;Thursday;Mar;0;0;0;0;5
08.03.2019 00:00;0;Friday;Mar;0;0;0;0;5
08.03.2019 01:00;1;Friday;Mar;0;0;0;0;5
08.03.2019 02:00;2;Friday;Mar;0;0;0;0;5
08.03.2019 03:00;3;Friday;Mar;0;0;0;0;5
08.03.2019 04:00;4;Friday;Mar;0;0;0;0;5
08.03.2019 05:00;5;Friday;Mar;0;0;0;0;5
08.03.2019 06:00;6;Friday;Mar;0;0;0;0;5
08.03.2019 07:00;7;Friday;Mar;0;0;0;0;5
08.03.2019 08:00;8;Friday;Mar;0;0;0;0;5
08.03.2019 09:00;9;Friday;Mar;0;0;0;0;5
08.03.2019 10:00;10;Friday;Mar;0;0;0;0;5
08.03.2019 11:00;11;Friday;Mar;0;0;0;0;5
08.03.2019 12:00;12;Friday;Mar;0;0;0;0;5
08.03.2019 13:00;13;Friday;Mar;0;0;0;0;5
08.03.2019 14:00;14;Friday;Mar;0;0;0;0;5
08.03.2019 15:00;15;Friday;Mar;1,38;2,76;0;0;5
08.03.2019 16:00;16;Friday;Mar;3,6;7,2;0;0;5
08.03.2019 17:00;17;Friday;Mar;3,6;1,60E-15;0;1,71;5
08.03.2019 18:00;18;Friday;Mar;1,38;0;0;0;5
08.03.2019 19:00;19;Friday;Mar;0;0;0;0;5
08.03.2019 20:00;20;Friday;Mar;0;0;0;0;5
08.03.2019 21:00;21;Friday;Mar;0;0;0;0;5
08.03.2019 22:00;22;Friday;Mar;0;0;0;0;5
08.03.2019 23:00;23;Friday;Mar;0;0;0;0;5
09.03.2019 00:00;0;Saturday;Mar;0;0;0;0;5
09.03.2019 01:00;1;Saturday;Mar;0;0;0;0;5
09.03.2019 02:00;2;Saturday;Mar;0;0;0;0;5
09.03.2019 03:00;3;Saturday;Mar;0;0;0;0;5
09.03.2019 04:00;4;Saturday;Mar;0;0;0;0;5
09.03.2019 05:00;5;Saturday;Mar;0;0;0;0;5
09.03.2019 06:00;6;Saturday;Mar;0;0;0;0;5
09.03.2019 07:00;7;Saturday;Mar;0;0;0;0;5
09.03.2019 08:00;8;Saturday;Mar;0;0;0;0;5
09.03.2019 09:00;9;Saturday;Mar;0;0;0;0;5
09.03.2019 10:00;10;Saturday;Mar;0;0;0;0;5
09.03.2019 11:00;11;Saturday;Mar;0;0;0;0;5
09.03.2019 12:00;12;Saturday;Mar;0;0;0;0;5
09.03.2019 13:00;13;Saturday;Mar;0;0;0;0;5
09.03.2019 14:00;14;Saturday;Mar;0;0;0;0;5
09.03.2019 15:00;15;Saturday;Mar;0;0;0;0;5
09.03.2019 16:00;16;Saturday;Mar;0;0;0;0;5
09.03.2019 17:00;17;Saturday;Mar;0;0;0;0;5
09.03.2019 18:00;18;Saturday;Mar;0;0;0;0;5
09.03.2019 19:00;19;Saturday;Mar;0;0;0;0;5
09.03.2019 20:00;20;Saturday;Mar;0;0;0;0;5
09.03.2019 21:00;21;Saturday;Mar;0;0;0;0;5
09.03.2019 22:00;22;Saturday;Mar;0;0;0;0;5
09.03.2019 23:00;23;Saturday;Mar;0;0;0;0;5
10.03.2019 00:00;0;Sunday;Mar;0;0;0;0;5
10.03.2019 01:00;1;Sunday;Mar;0;0;0;0;5
10.03.2019 02:00;2;Sunday;Mar;0;0;0;0;5
10.03.2019 03:00;3;Sunday;Mar;0;0;0;0;5
10.03.2019 04:00;4;Sunday;Mar;0;0;0;0;5
10.03.2019 05:00;5;Sunday;Mar;0;0;0;0;5
10.03.2019 06:00;6;Sunday;Mar;0;0;0;0;5
10.03.2019 07:00;7;Sunday;Mar;0;0;0;0;5
10.03.2019 08:00;8;Sunday;Mar;0;0;0;0;5
10.03.2019 09:00;9;Sunday;Mar;0;0;0;0;5
10.03.2019 10:00;10;Sunday;Mar;0;0;0;0;5
10.03.2019 11:00;11;Sunday;Mar;0;0;0;0;5
10.03.2019 12:00;12;Sunday;Mar;0;0;0;0;5
10.03.2019 13:00;13;Sunday;Mar;0;0;0;0;5
10.03.2019 14:00;14;Sunday;Mar;0;0;0;0;5
10.03.2019 15:00;15;Sunday;Mar;0;0;0;0;5
10.03.2019 16:00;16;Sunday;Mar;0;0;0;0;5
10.03.2019 17:00;17;Sunday;Mar;1,5;3;0;0;5
10.03.2019 18:00;18;Sunday;Mar;3,6;7,2;0;0;5
10.03.2019 19:00;19;Sunday;Mar;3,6;7,2;0;0;5
10.03.2019 20:00;20;Sunday;Mar;3,6;7,2;0;0;5
10.03.2019 21:00;21;Sunday;Mar;3,6;3,20E-15;0;4,43;5
10.03.2019 22:00;22;Sunday;Mar;3,6;0;0;0;5
10.03.2019 23:00;23;Sunday;Mar;3,6;0;0;0;5
11.03.2019 00:00;0;Monday;Mar;1,5;0;0;0;5
11.03.2019 01:00;1;Monday;Mar;0;0;0;0;5
11.03.2019 02:00;2;Monday;Mar;0;0;0;0;5
11.03.2019 03:00;3;Monday;Mar;0;0;0;0;5
11.03.2019 04:00;4;Monday;Mar;0;0;0;0;5
11.03.2019 05:00;5;Monday;Mar;0;0;0;0;5
11.03.2019 06:00;6;Monday;Mar;0;0;0;0;5
11.03.2019 07:00;7;Monday;Mar;0;0;0;0;5
11.03.2019 08:00;8;Monday;Mar;0;0;0;0;5
11.03.2019 09:00;9;Monday;Mar;0;0;0;0;5
11.03.2019 10:00;10;Monday;Mar;0;0;0;0;5
11.03.2019 11:00;11;Monday;Mar;0;0;0;0;5
11.03.2019 12:00;12;Monday;Mar;0;0;0;0;5
11.03.2019 13:00;13;Monday;Mar;0;0;0;0;5
11.03.2019 14:00;14;Monday;Mar;0;0;0;0;5
11.03.2019 15:00;15;Monday;Mar;0;0;0;0;5
11.03.2019 16:00;16;Monday;Mar;0;0;0;0;5
11.03.2019 17:00;17;Monday;Mar;0;0;0;0;5
11.03.2019 18:00;18;Monday;Mar;0;0;0;0;5
11.03.2019 19:00;19;Monday;Mar;0;0;0;0;5
11.03.2019 20:00;20;Monday;Mar;0;0;0;0;5
11.03.2019 21:00;21;Monday;Mar;3,54;7,08;0;0;5
11.03.2019 22:00;22;Monday;Mar;6,9;13,8;0;0;5
11.03.2019 23:00;23;Monday;Mar;7,2;14,4;0;0;5
12.03.2019 00:00;0;Tuesday;Mar;7,2;11,97;0;2,43;5
12.03.2019 01:00;1;Tuesday;Mar;7,2;0,95;0;13,45;5
12.03.2019 02:00;2;Tuesday;Mar;7,2;0;0;14,4;5
12.03.2019 03:00;3;Tuesday;Mar;7,2;0;0;14,4;5
12.03.2019 04:00;4;Tuesday;Mar;1,76;0;5,44;14,4;5
12.03.2019 05:00;5;Tuesday;Mar;0;0;7,2;14,4;5
12.03.2019 06:00;6;Tuesday;Mar;0;0;7,2;14,4;5
12.03.2019 07:00;7;Tuesday;Mar;0;0;5,957;11,914;5
12.03.2019 08:00;8;Tuesday;Mar;0;0;3,6;7,2;5
12.03.2019 09:00;9;Tuesday;Mar;0;0;3,6;7,2;5
12.03.2019 10:00;10;Tuesday;Mar;0;0;1,199;2,398;5
12.03.2019 11:00;11;Tuesday;Mar;0;0;0;0;5
12.03.2019 12:00;12;Tuesday;Mar;0;0;0;0;5
12.03.2019 13:00;13;Tuesday;Mar;0,12;0,24;0;0;5
12.03.2019 14:00;14;Tuesday;Mar;3,6;7,2;0;0;5
12.03.2019 15:00;15;Tuesday;Mar;3,6;7,2;0;0;5
12.03.2019 16:00;16;Tuesday;Mar;3,6;7,2;0;0;5
12.03.2019 17:00;17;Tuesday;Mar;3,6;1,07;0;6,13;5
12.03.2019 18:00;18;Tuesday;Mar;3,6;0;0;5,186;5
12.03.2019 19:00;19;Tuesday;Mar;3,6;0;0;0;5
12.03.2019 20:00;20;Tuesday;Mar;1,19;0;0;0;5
12.03.2019 21:00;21;Tuesday;Mar;0;0;0;0;5
12.03.2019 22:00;22;Tuesday;Mar;0;0;0;0;5
12.03.2019 23:00;23;Tuesday;Mar;0;0;0;0;5
13.03.2019 00:00;0;Wednesday;Mar;0;0;0;0;5
13.03.2019 01:00;1;Wednesday;Mar;0;0;0;0;5
13.03.2019 02:00;2;Wednesday;Mar;0;0;0;0;5
13.03.2019 03:00;3;Wednesday;Mar;0;0;0;0;5
13.03.2019 04:00;4;Wednesday;Mar;0;0;0;0;5
13.03.2019 05:00;5;Wednesday;Mar;0;0;0;0;5
13.03.2019 06:00;6;Wednesday;Mar;0;0;0;0;5
13.03.2019 07:00;7;Wednesday;Mar;0;0;0;0;5
13.03.2019 08:00;8;Wednesday;Mar;0;0;0;0;5
13.03.2019 09:00;9;Wednesday;Mar;0;0;0;0;5
13.03.2019 10:00;10;Wednesday;Mar;0;0;0;0;5
13.03.2019 11:00;11;Wednesday;Mar;0;0;0;0;5
13.03.2019 12:00;12;Wednesday;Mar;0,6;1,2;0;0;5
13.03.2019 13:00;13;Wednesday;Mar;3,6;4,64;0;2,56;5
13.03.2019 14:00;14;Wednesday;Mar;1,64;0;0,326;3,932;5
13.03.2019 15:00;15;Wednesday;Mar;0;0;0;0;5
13.03.2019 16:00;16;Wednesday;Mar;0;0;0;0;5
13.03.2019 17:00;17;Wednesday;Mar;0;0;0;0;5
13.03.2019 18:00;18;Wednesday;Mar;0;0;0;0;5
13.03.2019 19:00;19;Wednesday;Mar;0;0;0;0;5
13.03.2019 20:00;20;Wednesday;Mar;0;0;0;0;5
13.03.2019 21:00;21;Wednesday;Mar;0;0;0;0;5
13.03.2019 22:00;22;Wednesday;Mar;2,94;5,88;0;0;5
13.03.2019 23:00;23;Wednesday;Mar;3,6;7,2;0;0;5
14.03.2019 00:00;0;Thursday;Mar;3,6;7,2;0;0;5
14.03.2019 01:00;1;Thursday;Mar;3,6;1,78;0;5,42;5
14.03.2019 02:00;2;Thursday;Mar;3,6;0;0;7,2;5
14.03.2019 03:00;3;Thursday;Mar;3,6;0;0;7,2;5
14.03.2019 04:00;4;Thursday;Mar;1,12;0;2,48;7,2;5
14.03.2019 05:00;5;Thursday;Mar;0;0;3,6;7,2;5
14.03.2019 06:00;6;Thursday;Mar;0;0;3,6;7,2;5
14.03.2019 07:00;7;Thursday;Mar;0;0;3,6;7,2;5
14.03.2019 08:00;8;Thursday;Mar;0;0;3,6;7,2;5
14.03.2019 09:00;9;Thursday;Mar;0;0;3,6;7,2;5
14.03.2019 10:00;10;Thursday;Mar;0;0;0,378;0,756;5
14.03.2019 11:00;11;Thursday;Mar;0;0;0;0;5
