session_ID;Garage_ID;User_ID;User_type;Shared_ID;Start_plugin;Start_plugin_hour;End_plugout;End_plugout_hour;El_kWh;Duration_hours;month_plugin;weekdays_plugin;Plugin_category;Duration_category
1799;AdO1;AdO1-3;Private;NA;11.08.2019 21:53;21;12.08.2019 07:27;7;6,41;9,568611111;Aug;Sunday;late evening (21-midnight);Between 9 and 12 hours
1800;AsO2;Share-20;Shared;Shared-4;12.08.2019 00:13;0;12.08.2019 10:43;10;15,5;10,50222222;Aug;Monday;early night (midnight-3);Between 9 and 12 hours
1801;Bl2;Share-8;Shared;Shared-6;12.08.2019 00:23;0;12.08.2019 10:32;10;25,96;10,14388889;Aug;Monday;early night (midnight-3);Between 9 and 12 hours
1802;Bl2;Bl2-2;Private;NA;12.08.2019 02:36;2;12.08.2019 07:14;7;15,39;4,636111111;Aug;Monday;early night (midnight-3);Between 3 and 6 hours
1803;AsO2;SR14-2;Shared;Shared-5;12.08.2019 10:37;10;12.08.2019 13:20;13;18,01;2,725555556;Aug;Monday;late morning (9-12);Less than 3 hours
1804;Bl2;Bl2-5;Private;NA;12.08.2019 15:31;15;13.08.2019 07:44;7;3,66;16,21222222;Aug;Monday;late afternoon (15-18);Between 15 and 18 hours
1805;AsO2;Share-5;Shared;Shared-5;12.08.2019 15:52;15;12.08.2019 19:09;19;21,41;3,290277778;Aug;Monday;late afternoon (15-18);Between 3 and 6 hours
1806;AdO1;AdO1-2;Private;NA;12.08.2019 16:15;16;12.08.2019 17:52;17;4,64;1,623888889;Aug;Monday;late afternoon (15-18);Less than 3 hours
1807;AdO1;AdO1-3;Private;NA;12.08.2019 16:24;16;13.08.2019 07:22;7;13,93;14,97111111;Aug;Monday;late afternoon (15-18);Between 12 and 15 hours
1808;SR14;SR14-2;Private;NA;12.08.2019 19:51;19;12.08.2019 19:53;19;0,11;0,030555556;Aug;Monday;early evening (18-21);Less than 3 hours
1809;SR14;SR14-2;Private;NA;12.08.2019 19:54;19;13.08.2019 07:28;7;56,64;11,57055556;Aug;Monday;early evening (18-21);Between 9 and 12 hours
1810;AdO1;AdO1-2;Private;NA;12.08.2019 19:58;19;12.08.2019 21:01;21;3,18;1,038888889;Aug;Monday;early evening (18-21);Less than 3 hours
1811;Bl2;Bl2-2;Private;NA;12.08.2019 20:27;20;13.08.2019 12:09;12;15,23;15,69361111;Aug;Monday;early evening (18-21);Between 15 and 18 hours
1812;UT9;UT15-2;Shared;Shared-12;12.08.2019 20:33;20;13.08.2019 02:05;2;15,18;5,531388889;Aug;Monday;early evening (18-21);Between 3 and 6 hours
1813;AdO1;AdO1-2;Private;NA;13.08.2019 01:08;1;13.08.2019 10:35;10;5,55;9,448333333;Aug;Tuesday;early night (midnight-3);Between 9 and 12 hours
1814;AsO2;Share-5;Shared;Shared-5;13.08.2019 16:03;16;13.08.2019 19:00;19;19,46;2,952222222;Aug;Tuesday;late afternoon (15-18);Less than 3 hours
1815;AsO2;AsO2-1;Private;NA;13.08.2019 16:43;16;14.08.2019 09:39;9;14,8;16,92972222;Aug;Tuesday;late afternoon (15-18);Between 15 and 18 hours
1816;Bl2;Share-18;Shared;Shared-7;13.08.2019 18:03;18;14.08.2019 07:08;7;63,34;13,07277778;Aug;Tuesday;early evening (18-21);Between 12 and 15 hours
1817;AdO1;AdO1-3;Private;NA;13.08.2019 19:04;19;14.08.2019 07:21;7;13,79;12,27472222;Aug;Tuesday;early evening (18-21);Between 12 and 15 hours
1818;UT9;UT15-2;Shared;Shared-12;13.08.2019 21:05;21;14.08.2019 02:28;2;14,72;5,393611111;Aug;Tuesday;late evening (21-midnight);Between 3 and 6 hours
1819;AdO3;AdO3-3;Private;NA;13.08.2019 21:20;21;14.08.2019 09:11;9;16,39;11,85027778;Aug;Tuesday;late evening (21-midnight);Between 9 and 12 hours
1820;Bl2;Share-7;Shared;Shared-6;13.08.2019 21:27;21;14.08.2019 07:06;7;45,86;9,635555556;Aug;Tuesday;late evening (21-midnight);Between 9 and 12 hours
1821;Bl2;Bl2-5;Private;NA;13.08.2019 23:48;23;14.08.2019 07:19;7;6,18;7,530833333;Aug;Tuesday;late evening (21-midnight);Between 6 and 9  hours
1822;AdO1;AdO1-1;Private;NA;14.08.2019 08:02;8;14.08.2019 10:56;10;10,58;2,906111111;Aug;Wednesday;early morning (6-9);Less than 3 hours
1823;UT9;Share-14;Shared;Shared-12;14.08.2019 11:02;11;14.08.2019 16:49;16;35,53;5,787777778;Aug;Wednesday;late morning (9-12);Between 3 and 6 hours
1824;UT9;Share-12;Shared;Shared-11;14.08.2019 14:40;14;14.08.2019 19:00;19;23,8;4,3325;Aug;Wednesday;early afternoon (12-15);Between 3 and 6 hours
1825;AdO1;AdO1-2;Private;NA;14.08.2019 15:49;15;15.08.2019 11:09;11;6,96;19,32944444;Aug;Wednesday;late afternoon (15-18);More than 18 hours
1826;AsO10;AsO10-2;Private;NA;14.08.2019 16:14;16;14.08.2019 16:21;16;0,11;0,116111111;Aug;Wednesday;late afternoon (15-18);Less than 3 hours
1827;AdO1;AdO1-3;Private;NA;14.08.2019 16:18;16;15.08.2019 09:45;9;13,88;17,44722222;Aug;Wednesday;late afternoon (15-18);Between 15 and 18 hours
1828;AsO10;AsO10-2;Private;NA;14.08.2019 16:21;16;14.08.2019 16:23;16;0,01;0,025;Aug;Wednesday;late afternoon (15-18);Less than 3 hours
1829;AsO10;AsO10-2;Private;NA;14.08.2019 16:23;16;14.08.2019 16:37;16;0,82;0,2375;Aug;Wednesday;late afternoon (15-18);Less than 3 hours
1830;AsO10;AsO10-2;Private;NA;14.08.2019 16:39;16;14.08.2019 17:29;17;2,75;0,83;Aug;Wednesday;late afternoon (15-18);Less than 3 hours
1831;SR2;SR2-3;Private;NA;14.08.2019 17:39;17;15.08.2019 07:46;7;31,84;14,11027778;Aug;Wednesday;late afternoon (15-18);Between 12 and 15 hours
1832;Bl2;Bl2-5;Private;NA;14.08.2019 21:58;21;15.08.2019 15:39;15;4,66;17,68333333;Aug;Wednesday;late evening (21-midnight);Between 15 and 18 hours
1833;SR14;SR14-2;Private;NA;14.08.2019 22:16;22;15.08.2019 07:27;7;28,06;9,181944444;Aug;Wednesday;late evening (21-midnight);Between 9 and 12 hours
1834;AdO1;AdO1-1;Private;NA;15.08.2019 07:49;7;15.08.2019 23:11;23;18,51;15,35972222;Aug;Thursday;early morning (6-9);Between 15 and 18 hours
1835;Bl2;Bl2-2;Private;NA;15.08.2019 08:29;8;15.08.2019 11:42;11;6,02;3,214444444;Aug;Thursday;early morning (6-9);Between 3 and 6 hours
1836;Bl2;Bl2-1;Private;NA;15.08.2019 09:45;9;15.08.2019 16:17;16;14,5;6,535833333;Aug;Thursday;late morning (9-12);Between 6 and 9  hours
1837;Bl2;Bl2-6;Private;NA;15.08.2019 12:00;12;17.08.2019 09:31;9;11,61;45,51888889;Aug;Thursday;early afternoon (12-15);More than 18 hours
1838;Bl2;Bl2-4;Private;NA;15.08.2019 15:35;15;16.08.2019 11:41;11;23,24;20,09;Aug;Thursday;late afternoon (15-18);More than 18 hours
1839;UT9;Share-11;Shared;Shared-12;15.08.2019 15:53;15;15.08.2019 18:50;18;16,2;2,949166667;Aug;Thursday;late afternoon (15-18);Less than 3 hours
1840;SR2;SR2-3;Private;NA;15.08.2019 16:00;16;15.08.2019 17:35;17;10,7;1,591666667;Aug;Thursday;late afternoon (15-18);Less than 3 hours
1841;AsO2;AsO2-1;Private;NA;15.08.2019 16:13;16;16.08.2019 07:05;7;12,55;14,8525;Aug;Thursday;late afternoon (15-18);Between 12 and 15 hours
1842;AsO2;AsO6-1;Shared;Shared-5;15.08.2019 16:35;16;16.08.2019 07:40;7;61,07;15,08444444;Aug;Thursday;late afternoon (15-18);Between 15 and 18 hours
1843;Bl2;Bl2-2;Private;NA;15.08.2019 17:07;17;15.08.2019 21:09;21;14,54;4,020833333;Aug;Thursday;late afternoon (15-18);Between 3 and 6 hours
1844;SR2;SR2-3;Private;NA;15.08.2019 17:43;17;15.08.2019 18:20;18;3,93;0,611388889;Aug;Thursday;late afternoon (15-18);Less than 3 hours
1845;Bl2;Share-25;Shared;Shared-7;15.08.2019 19:28;19;16.08.2019 06:38;6;39,89;11,1675;Aug;Thursday;early evening (18-21);Between 9 and 12 hours
1846;AdO1;AdO1-3;Private;NA;15.08.2019 19:33;19;16.08.2019 07:26;7;12,94;11,89027778;Aug;Thursday;early evening (18-21);Between 9 and 12 hours
1847;AdO3;AdO3-4;Private;NA;15.08.2019 20:36;20;17.08.2019 09:47;9;31,03;37,17583333;Aug;Thursday;early evening (18-21);More than 18 hours
1848;AdO1;AdO1-2;Private;NA;15.08.2019 22:50;22;16.08.2019 12:36;12;6;13,77194444;Aug;Thursday;late evening (21-midnight);Between 12 and 15 hours
1849;AsO2;Share-26;Shared;Shared-4;16.08.2019 16:17;16;16.08.2019 22:34;22;7,03;6,281944444;Aug;Friday;late afternoon (15-18);Between 6 and 9  hours
1850;AsO2;Share-23;Shared;Shared-5;16.08.2019 16:21;16;17.08.2019 07:47;7;28,79;15,4325;Aug;Friday;late afternoon (15-18);Between 15 and 18 hours
1851;Bl2;Bl2-5;Private;NA;16.08.2019 16:57;16;16.08.2019 19:00;19;4,26;2,043888889;Aug;Friday;late afternoon (15-18);Less than 3 hours
1852;AdO3;AdO3-3;Private;NA;16.08.2019 17:20;17;17.08.2019 17:34;17;7,06;24,23416667;Aug;Friday;late afternoon (15-18);More than 18 hours
1853;AdO3;AdO3-2;Private;NA;16.08.2019 19:55;19;16.08.2019 21:21;21;4,42;1,435833333;Aug;Friday;early evening (18-21);Less than 3 hours
1854;SR14;SR14-2;Private;NA;16.08.2019 21:23;21;17.08.2019 14:31;14;51,06;17,12694444;Aug;Friday;late evening (21-midnight);Between 15 and 18 hours
1855;AdO3;AdO3-2;Private;NA;16.08.2019 23:58;23;17.08.2019 11:48;11;13,26;11,84583333;Aug;Friday;late evening (21-midnight);Between 9 and 12 hours
1856;Bl2;Bl2-2;Private;NA;17.08.2019 02:27;2;17.08.2019 10:26;10;17,78;7,994444444;Aug;Saturday;early night (midnight-3);Between 6 and 9  hours
1857;UT9;Share-15;Shared;Shared-12;17.08.2019 08:43;8;17.08.2019 11:49;11;21,05;3,107777778;Aug;Saturday;early morning (6-9);Between 3 and 6 hours
1858;AsO2;AsO6-1;Shared;Shared-5;17.08.2019 12:20;12;17.08.2019 14:28;14;13,58;2,142222222;Aug;Saturday;early afternoon (12-15);Less than 3 hours
1859;Bl2;Bl2-1;Private;NA;17.08.2019 12:26;12;17.08.2019 14:14;14;6,49;1,804444444;Aug;Saturday;early afternoon (12-15);Less than 3 hours
1860;AsO2;Share-4;Shared;Shared-4;17.08.2019 14:07;14;17.08.2019 15:20;15;4,18;1,218055556;Aug;Saturday;early afternoon (12-15);Less than 3 hours
1861;Bl2;Bl2-3;Private;NA;17.08.2019 15:00;15;18.08.2019 12:24;12;38,69;21,395;Aug;Saturday;late afternoon (15-18);More than 18 hours
1862;AdO1;AdO1-2;Private;NA;17.08.2019 15:15;15;27.08.2019 10:13;10;4,69;234,9708333;Aug;Saturday;late afternoon (15-18);More than 18 hours
1863;Bl2;Bl2-2;Private;NA;17.08.2019 17:56;17;17.08.2019 18:55;18;3,56;0,989444444;Aug;Saturday;late afternoon (15-18);Less than 3 hours
1864;Bl2;Bl2-5;Private;NA;17.08.2019 18:01;18;17.08.2019 19:57;19;6,94;1,939722222;Aug;Saturday;early evening (18-21);Less than 3 hours
1865;Bl2;Bl2-1;Private;NA;17.08.2019 18:49;18;18.08.2019 16:43;16;13,96;21,90194444;Aug;Saturday;early evening (18-21);More than 18 hours
1866;Bl2;Bl2-5;Private;NA;17.08.2019 20:25;20;17.08.2019 23:15;23;6,41;2,835555556;Aug;Saturday;early evening (18-21);Less than 3 hours
1867;Bl2;Share-8;Shared;Shared-6;17.08.2019 21:00;21;17.08.2019 23:27;23;15,27;2,458611111;Aug;Saturday;late evening (21-midnight);Less than 3 hours
1868;Bl2;Share-8;Shared;Shared-6;17.08.2019 23:37;23;18.08.2019 07:12;7;5,58;7,590555556;Aug;Saturday;late evening (21-midnight);Between 6 and 9  hours
1869;Bl2;Bl2-5;Private;NA;17.08.2019 23:45;23;18.08.2019 10:25;10;3,35;10,65833333;Aug;Saturday;late evening (21-midnight);Between 9 and 12 hours
1870;UT9;UT15-2;Shared;Shared-12;18.08.2019 08:01;8;18.08.2019 13:18;13;13,31;5,279444444;Aug;Sunday;early morning (6-9);Between 3 and 6 hours
1871;AsO2;Share-5;Shared;Shared-5;18.08.2019 08:48;8;18.08.2019 12:15;12;22,27;3,445277778;Aug;Sunday;early morning (6-9);Between 3 and 6 hours
1872;UT9;Share-15;Shared;Shared-11;18.08.2019 11:45;11;18.08.2019 13:41;13;11,56;1,938611111;Aug;Sunday;late morning (9-12);Less than 3 hours
1873;Bl2;Bl2-2;Private;NA;18.08.2019 13:04;13;18.08.2019 17:25;17;15,73;4,352222222;Aug;Sunday;early afternoon (12-15);Between 3 and 6 hours
1874;Bl2;Bl2-3;Private;NA;18.08.2019 15:20;15;19.08.2019 07:52;7;9,07;16,53138889;Aug;Sunday;late afternoon (15-18);Between 15 and 18 hours
1875;Bl2;Bl2-5;Private;NA;18.08.2019 16:50;16;18.08.2019 18:48;18;5,03;1,956666667;Aug;Sunday;late afternoon (15-18);Less than 3 hours
1876;SR2;SR2-3;Private;NA;18.08.2019 19:09;19;19.08.2019 07:59;7;39,58;12,82916667;Aug;Sunday;early evening (18-21);Between 12 and 15 hours
1877;Bl2;Bl2-5;Private;NA;18.08.2019 19:16;19;19.08.2019 06:47;6;1,24;11,52861111;Aug;Sunday;early evening (18-21);Between 9 and 12 hours
1878;Bl2;Bl2-4;Private;NA;18.08.2019 19:44;19;19.08.2019 11:41;11;26,76;15,94055556;Aug;Sunday;early evening (18-21);Between 15 and 18 hours
1879;UT9;Share-15;Shared;Shared-12;18.08.2019 20:19;20;18.08.2019 23:27;23;21,4;3,126388889;Aug;Sunday;early evening (18-21);Between 3 and 6 hours
1880;AsO2;AsO2-1;Private;NA;18.08.2019 20:37;20;19.08.2019 06:50;6;11,39;10,21666667;Aug;Sunday;early evening (18-21);Between 9 and 12 hours
1881;AsO2;Share-20;Shared;Shared-5;18.08.2019 20:43;20;19.08.2019 10:49;10;18,04;14,09555556;Aug;Sunday;early evening (18-21);Between 12 and 15 hours
1882;AsO2;AsO6-1;Shared;Shared-4;18.08.2019 21:32;21;19.08.2019 07:04;7;56,38;9,521388889;Aug;Sunday;late evening (21-midnight);Between 9 and 12 hours
1883;AdO1;AdO1-3;Private;NA;19.08.2019 07:24;7;19.08.2019 09:49;9;8,61;2,426388889;Aug;Monday;early morning (6-9);Less than 3 hours
1884;AsO2;Share-4;Shared;Shared-5;19.08.2019 11:24;11;19.08.2019 13:51;13;6,89;2,4475;Aug;Monday;late morning (9-12);Less than 3 hours
1885;Bl2;Bl2-5;Private;NA;19.08.2019 15:03;15;19.08.2019 19:57;19;5,66;4,905555556;Aug;Monday;late afternoon (15-18);Between 3 and 6 hours
1886;AdO3;AdO3-4;Private;NA;19.08.2019 17:54;17;20.08.2019 11:48;11;11,92;17,89194444;Aug;Monday;late afternoon (15-18);Between 15 and 18 hours
1887;SR14;SR14-2;Private;NA;19.08.2019 19:37;19;20.08.2019 07:43;7;29,71;12,10361111;Aug;Monday;early evening (18-21);Between 12 and 15 hours
1888;Bl2;Bl2-5;Private;NA;19.08.2019 20:13;20;20.08.2019 06:43;6;0,52;10,51111111;Aug;Monday;early evening (18-21);Between 9 and 12 hours
1889;AsO2;AsO2-1;Private;NA;19.08.2019 20:22;20;20.08.2019 06:57;6;9,53;10,58138889;Aug;Monday;early evening (18-21);Between 9 and 12 hours
1890;UT9;UT15-2;Shared;Shared-12;19.08.2019 21:38;21;20.08.2019 01:44;1;12,75;4,106111111;Aug;Monday;late evening (21-midnight);Between 3 and 6 hours
1891;AdO1;AdO1-3;Private;NA;19.08.2019 23:23;23;20.08.2019 07:19;7;20,16;7,921388889;Aug;Monday;late evening (21-midnight);Between 6 and 9  hours
1892;AsO2;Share-4;Shared;Shared-5;20.08.2019 10:32;10;20.08.2019 12:31;12;6,63;1,971666667;Aug;Tuesday;late morning (9-12);Less than 3 hours
1893;Bl2;Bl2-2;Private;NA;20.08.2019 14:03;14;21.08.2019 08:02;8;16,33;17,9925;Aug;Tuesday;early afternoon (12-15);Between 15 and 18 hours
1894;MS22;MS22-1;Private;NA;20.08.2019 15:22;15;21.08.2019 08:00;8;15,37;16,63583333;Aug;Tuesday;late afternoon (15-18);Between 15 and 18 hours
1895;Bl2;Share-3;Shared;Shared-6;20.08.2019 15:31;15;20.08.2019 17:44;17;14,68;2,211944444;Aug;Tuesday;late afternoon (15-18);Less than 3 hours
1896;Bl2;Bl2-5;Private;NA;20.08.2019 15:45;15;20.08.2019 18:16;18;1,94;2,533055556;Aug;Tuesday;late afternoon (15-18);Less than 3 hours
1897;AsO2;Share-5;Shared;Shared-5;20.08.2019 16:01;16;20.08.2019 18:51;18;18,34;2,84;Aug;Tuesday;late afternoon (15-18);Less than 3 hours
1898;AdO1;AdO1-3;Private;NA;20.08.2019 16:09;16;21.08.2019 07:22;7;13,14;15,22083333;Aug;Tuesday;late afternoon (15-18);Between 15 and 18 hours
1899;SR14;SR14-1;Private;NA;20.08.2019 17:12;17;20.08.2019 17:16;17;0,23;0,051666667;Aug;Tuesday;late afternoon (15-18);Less than 3 hours
1900;SR14;SR14-1;Private;NA;20.08.2019 17:36;17;20.08.2019 17:43;17;0,67;0,118333333;Aug;Tuesday;late afternoon (15-18);Less than 3 hours
1901;Bl2;Bl2-3;Private;NA;20.08.2019 18:38;18;21.08.2019 07:50;7;21,5;13,20527778;Aug;Tuesday;early evening (18-21);Between 12 and 15 hours
1902;SR14;SR14-1;Private;NA;20.08.2019 18:42;18;21.08.2019 07:26;7;45,51;12,7325;Aug;Tuesday;early evening (18-21);Between 12 and 15 hours
1903;UT9;Share-15;Shared;Shared-12;20.08.2019 18:52;18;20.08.2019 20:18;20;10,13;1,446111111;Aug;Tuesday;early evening (18-21);Less than 3 hours
1904;Bl2;Share-25;Shared;Shared-7;20.08.2019 19:13;19;21.08.2019 06:32;6;61;11,31138889;Aug;Tuesday;early evening (18-21);Between 9 and 12 hours
1905;Bl2;Bl2-5;Private;NA;20.08.2019 21:35;21;21.08.2019 07:37;7;6,63;10,02972222;Aug;Tuesday;late evening (21-midnight);Between 9 and 12 hours
1906;AsO2;AsO2-1;Private;NA;20.08.2019 21:45;21;21.08.2019 06:55;6;12,89;9,1775;Aug;Tuesday;late evening (21-midnight);Between 9 and 12 hours
1907;AdO1;AdO1-1;Private;NA;21.08.2019 07:53;7;21.08.2019 17:23;17;21,23;9,509722222;Aug;Wednesday;early morning (6-9);Between 9 and 12 hours
1908;Bl2;Share-3;Shared;Shared-6;21.08.2019 11:29;11;21.08.2019 12:55;12;9,36;1,4275;Aug;Wednesday;late morning (9-12);Less than 3 hours
1909;AsO2;Share-20;Shared;Shared-5;21.08.2019 11:54;11;21.08.2019 13:18;13;4,87;1,401666667;Aug;Wednesday;late morning (9-12);Less than 3 hours
1910;AsO2;Share-4;Shared;Shared-4;21.08.2019 12:16;12;21.08.2019 14:18;14;6,79;2,033055556;Aug;Wednesday;early afternoon (12-15);Less than 3 hours
1911;UT9;Share-12;Shared;Shared-12;21.08.2019 12:35;12;21.08.2019 16:03;16;19,82;3,476944444;Aug;Wednesday;early afternoon (12-15);Between 3 and 6 hours
1912;AsO2;Share-20;Shared;Shared-5;21.08.2019 13:45;13;21.08.2019 16:16;16;8,76;2,513611111;Aug;Wednesday;early afternoon (12-15);Less than 3 hours
1913;Bl2;Bl2-5;Private;NA;21.08.2019 14:01;14;21.08.2019 16:40;16;6,34;2,652222222;Aug;Wednesday;early afternoon (12-15);Less than 3 hours
1914;Bl2;Bl2-3;Private;NA;21.08.2019 15:53;15;21.08.2019 18:29;18;3,45;2,607777778;Aug;Wednesday;late afternoon (15-18);Less than 3 hours
1915;AdO1;AdO1-3;Private;NA;21.08.2019 16:41;16;22.08.2019 09:55;9;13,42;17,22722222;Aug;Wednesday;late afternoon (15-18);Between 15 and 18 hours
1916;AsO2;AsO2-1;Private;NA;21.08.2019 18:48;18;22.08.2019 07:16;7;10,86;12,47305556;Aug;Wednesday;early evening (18-21);Between 12 and 15 hours
1917;Bl2;Bl2-1;Private;NA;21.08.2019 20:28;20;21.08.2019 20:30;20;0,12;0,037777778;Aug;Wednesday;early evening (18-21);Less than 3 hours
1918;SR2;SR2-3;Private;NA;21.08.2019 20:31;20;22.08.2019 07:48;7;36,14;11,29416667;Aug;Wednesday;early evening (18-21);Between 9 and 12 hours
1919;Bl2;Bl2-1;Private;NA;21.08.2019 20:40;20;22.08.2019 08:13;8;14,05;11,56111111;Aug;Wednesday;early evening (18-21);Between 9 and 12 hours
1920;Bl2;Share-8;Shared;Shared-6;21.08.2019 20:54;20;22.08.2019 08:27;8;25,46;11,5525;Aug;Wednesday;early evening (18-21);Between 9 and 12 hours
1921;Bl2;Bl2-5;Private;NA;21.08.2019 21:20;21;22.08.2019 07:27;7;5,04;10,11194444;Aug;Wednesday;late evening (21-midnight);Between 9 and 12 hours
1922;AsO10;AsO10-2;Private;NA;21.08.2019 22:38;22;22.08.2019 07:34;7;14,55;8,938888889;Aug;Wednesday;late evening (21-midnight);Between 6 and 9  hours
1923;UT9;Share-6;Shared;Shared-12;21.08.2019 23:13;23;22.08.2019 11:30;11;25,96;12,27111111;Aug;Wednesday;late evening (21-midnight);Between 12 and 15 hours
1924;AdO3;AdO3-3;Private;NA;21.08.2019 23:16;23;23.08.2019 06:26;6;22,81;31,17722222;Aug;Wednesday;late evening (21-midnight);More than 18 hours
1925;UT9;Share-15;Shared;Shared-12;22.08.2019 15:38;15;22.08.2019 17:22;17;11,28;1,7225;Aug;Thursday;late afternoon (15-18);Less than 3 hours
1926;Bl2;Bl2-2;Private;NA;22.08.2019 15:43;15;22.08.2019 19:08;19;12,35;3,416111111;Aug;Thursday;late afternoon (15-18);Between 3 and 6 hours
1927;AsO2;Share-4;Shared;Shared-5;22.08.2019 16:29;16;23.08.2019 10:11;10;6,83;17,70916667;Aug;Thursday;late afternoon (15-18);Between 15 and 18 hours
1928;UT9;Share-15;Shared;Shared-12;22.08.2019 17:56;17;22.08.2019 20:42;20;16,53;2,767777778;Aug;Thursday;late afternoon (15-18);Less than 3 hours
1929;AdO1;AdO1-3;Private;NA;22.08.2019 18:41;18;23.08.2019 07:22;7;12,23;12,68;Aug;Thursday;early evening (18-21);Between 12 and 15 hours
1930;AdO3;AdO3-4;Private;NA;22.08.2019 18:56;18;23.08.2019 08:27;8;33,89;13,51694444;Aug;Thursday;early evening (18-21);Between 12 and 15 hours
1931;UT9;UT15-2;Shared;Shared-11;22.08.2019 19:14;19;23.08.2019 00:11;0;12,98;4,947222222;Aug;Thursday;early evening (18-21);Between 3 and 6 hours
1932;MS22;MS22-1;Private;NA;22.08.2019 20:41;20;23.08.2019 07:03;7;28,07;10,37416667;Aug;Thursday;early evening (18-21);Between 9 and 12 hours
1933;Bl2;Bl2-5;Private;NA;22.08.2019 21:07;21;23.08.2019 11:02;11;6,74;13,9225;Aug;Thursday;late evening (21-midnight);Between 12 and 15 hours
1934;Bl2;Share-3;Shared;Shared-6;22.08.2019 23:27;23;23.08.2019 07:42;7;26,13;8,237222222;Aug;Thursday;late evening (21-midnight);Between 6 and 9  hours
1935;Bl2;Bl2-6;Private;NA;23.08.2019 11:06;11;26.08.2019 11:06;11;13,85;71,98805556;Aug;Friday;late morning (9-12);More than 18 hours
1936;AsO2;AsO6-1;Shared;Shared-5;23.08.2019 14:44;14;23.08.2019 19:38;19;30,45;4,896388889;Aug;Friday;early afternoon (12-15);Between 3 and 6 hours
1937;Bl2;Bl2-3;Private;NA;23.08.2019 15:16;15;24.08.2019 11:27;11;29,61;20,18083333;Aug;Friday;late afternoon (15-18);More than 18 hours
1938;UT9;Share-11;Shared;Shared-12;23.08.2019 16:08;16;23.08.2019 17:47;17;10,44;1,648333333;Aug;Friday;late afternoon (15-18);Less than 3 hours
1939;SR2;SR2-3;Private;NA;23.08.2019 16:46;16;24.08.2019 11:40;11;27,05;18,90305556;Aug;Friday;late afternoon (15-18);More than 18 hours
1940;Bl2;Bl2-2;Private;NA;23.08.2019 16:55;16;23.08.2019 17:56;17;3,64;1,019166667;Aug;Friday;late afternoon (15-18);Less than 3 hours
1941;AdO1;AdO1-3;Private;NA;23.08.2019 17:24;17;24.08.2019 14:18;14;13,18;20,88888889;Aug;Friday;late afternoon (15-18);More than 18 hours
1942;Bl2;Bl2-2;Private;NA;23.08.2019 20:09;20;23.08.2019 22:38;22;8,98;2,486944444;Aug;Friday;early evening (18-21);Less than 3 hours
1943;Bl2;Bl2-5;Private;NA;23.08.2019 22:26;22;23.08.2019 23:27;23;3,64;1,021944444;Aug;Friday;late evening (21-midnight);Less than 3 hours
1944;Bl2;Bl2-2;Private;NA;23.08.2019 23:56;23;24.08.2019 00:33;0;2,18;0,608611111;Aug;Friday;late evening (21-midnight);Less than 3 hours
1945;Bl2;Bl2-5;Private;NA;24.08.2019 00:03;0;24.08.2019 09:52;9;5,12;9,800277778;Aug;Saturday;early night (midnight-3);Between 9 and 12 hours
1946;Bl2;Bl2-2;Private;NA;24.08.2019 03:29;3;24.08.2019 14:23;14;19,86;10,89666667;Aug;Saturday;late night (3-6);Between 9 and 12 hours
1947;SR14;SR14-2;Private;NA;24.08.2019 08:18;8;24.08.2019 10:22;10;14,41;2,079444444;Aug;Saturday;early morning (6-9);Less than 3 hours
1948;Bl2;Bl2-1;Private;NA;24.08.2019 08:19;8;24.08.2019 10:54;10;9,3;2,585555556;Aug;Saturday;early morning (6-9);Less than 3 hours
1949;Bl2;Bl2-5;Private;NA;24.08.2019 10:43;10;24.08.2019 12:51;12;2,63;2,130833333;Aug;Saturday;late morning (9-12);Less than 3 hours
1950;UT9;Share-12;Shared;Shared-12;24.08.2019 14:51;14;24.08.2019 17:22;17;15,74;2,521111111;Aug;Saturday;early afternoon (12-15);Less than 3 hours
1951;Bl2;Bl2-5;Private;NA;24.08.2019 15:09;15;24.08.2019 17:04;17;6,82;1,909444444;Aug;Saturday;late afternoon (15-18);Less than 3 hours
1952;AsO2;Share-5;Shared;Shared-5;24.08.2019 16:33;16;24.08.2019 18:10;18;10,82;1,6175;Aug;Saturday;late afternoon (15-18);Less than 3 hours
1953;SR14;SR14-2;Private;NA;24.08.2019 17:11;17;25.08.2019 07:06;7;26,24;13,90416667;Aug;Saturday;late afternoon (15-18);Between 12 and 15 hours
1954;AsO10;AsO10-2;Private;NA;24.08.2019 17:18;17;24.08.2019 17:20;17;0,06;0,025;Aug;Saturday;late afternoon (15-18);Less than 3 hours
1955;AsO10;AsO10-2;Private;NA;24.08.2019 17:20;17;24.08.2019 17:22;17;0,03;0,030277778;Aug;Saturday;late afternoon (15-18);Less than 3 hours
1956;AsO10;AsO10-2;Private;NA;24.08.2019 17:23;17;26.08.2019 07:36;7;0,94;38,22583333;Aug;Saturday;late afternoon (15-18);More than 18 hours
1957;AsO2;Share-5;Shared;Shared-5;24.08.2019 18:46;18;24.08.2019 21:53;21;18,43;3,108888889;Aug;Saturday;early evening (18-21);Between 3 and 6 hours
1958;Bl2;Bl2-3;Private;NA;24.08.2019 20:01;20;26.08.2019 07:52;7;35,31;35,85277778;Aug;Saturday;early evening (18-21);More than 18 hours
1959;AsO2;AsO6-1;Shared;Shared-4;24.08.2019 21:02;21;25.08.2019 12:25;12;56,54;15,38777778;Aug;Saturday;late evening (21-midnight);Between 15 and 18 hours
