date_from;daily_hour;weekday;month;Synthetic_3_6kW;Synthetic_7_2kW;Flex_3_6kW;Flex_7_2kW;n_private
17.03.2019 01:00;1;Sunday;Mar;12,13;13,47;12,23;35,25;13
17.03.2019 02:00;2;Sunday;Mar;7,2;14,32;18;36,08;13
17.03.2019 03:00;3;Sunday;Mar;7,2;3,3;18;47,1;13
17.03.2019 04:00;4;Sunday;Mar;7,2;0;18;50,4;13
17.03.2019 05:00;5;Sunday;Mar;3,94;0;21,26;50,4;13
17.03.2019 06:00;6;Sunday;Mar;0,54;1,08;25,2;50,4;13
17.03.2019 07:00;7;Sunday;Mar;3,6;7,2;25,2;50,4;13
17.03.2019 08:00;8;Sunday;Mar;3,6;7,2;25,2;50,4;13
17.03.2019 09:00;9;Sunday;Mar;3,6;1,52;25,2;56,08;13
17.03.2019 10:00;10;Sunday;Mar;3,6;0;23,597;54,394;13
17.03.2019 11:00;11;Sunday;Mar;2,06;0;21,838;47,796;13
17.03.2019 12:00;12;Sunday;Mar;0;0;20,909;41,818;13
17.03.2019 13:00;13;Sunday;Mar;0;0;18;36;13
17.03.2019 14:00;14;Sunday;Mar;2,76;5,52;17,634;35,268;13
17.03.2019 15:00;15;Sunday;Mar;3,6;5,68;14,4;30,32;13
17.03.2019 16:00;16;Sunday;Mar;3,6;0;11,697;33,004;13
17.03.2019 17:00;17;Sunday;Mar;1,24;0;13,16;28,8;13
17.03.2019 18:00;18;Sunday;Mar;1,26;2,52;14,4;28,8;13
17.03.2019 19:00;19;Sunday;Mar;7,68;15,36;11,515;23,03;13
17.03.2019 20:00;20;Sunday;Mar;10,8;19,28;10,8;23,92;13
17.03.2019 21:00;21;Sunday;Mar;10,8;0,2;10,8;43;13
17.03.2019 22:00;22;Sunday;Mar;6,82;0;14,78;43,2;13
17.03.2019 23:00;23;Sunday;Mar;0;0;21,6;43,2;13
18.03.2019 00:00;0;Monday;Mar;0;0;21,6;43,2;13
18.03.2019 01:00;1;Monday;Mar;0;0;21,6;43,2;13
18.03.2019 02:00;2;Monday;Mar;0;0;21,6;43,2;13
18.03.2019 03:00;3;Monday;Mar;0;0;21,6;43,2;13
18.03.2019 04:00;4;Monday;Mar;0;0;21,6;43,2;13
18.03.2019 05:00;5;Monday;Mar;0;0;21,6;43,2;13
18.03.2019 06:00;6;Monday;Mar;0;0;21,6;43,2;13
18.03.2019 07:00;7;Monday;Mar;0;0;14,375;28,75;13
18.03.2019 08:00;8;Monday;Mar;0;0;7,393;14,786;13
18.03.2019 09:00;9;Monday;Mar;0;0;4,985;9,97;13
18.03.2019 10:00;10;Monday;Mar;0;0;0;0;13
18.03.2019 11:00;11;Monday;Mar;0;0;0;0;13
18.03.2019 12:00;12;Monday;Mar;0;0;0;0;13
18.03.2019 13:00;13;Monday;Mar;1,08;2,16;0;0;13
18.03.2019 14:00;14;Monday;Mar;1,89;0,81;0,023;3,016;13
18.03.2019 15:00;15;Monday;Mar;1,02;2,04;0;0;13
18.03.2019 16:00;16;Monday;Mar;5,94;9,78;0,035;2,17;13
18.03.2019 17:00;17;Monday;Mar;7,62;11,6;0;3,64;13
18.03.2019 18:00;18;Monday;Mar;10,16;14,4;0,64;7,2;13
18.03.2019 19:00;19;Monday;Mar;7,2;7,44;3,6;14,16;13
18.03.2019 20:00;20;Monday;Mar;11,28;7,57;3,6;28,8;13
18.03.2019 21:00;21;Monday;Mar;12,19;7,2;5,81;28,8;13
18.03.2019 22:00;22;Monday;Mar;6,72;8,79;14,4;33,45;13
18.03.2019 23:00;23;Monday;Mar;7,17;2,15;14,4;41,05;13
19.03.2019 00:00;0;Tuesday;Mar;1,67;0;16,36;43,2;13
19.03.2019 01:00;1;Tuesday;Mar;0;0;21,6;43,2;13
19.03.2019 02:00;2;Tuesday;Mar;0;0;21,6;43,2;13
19.03.2019 03:00;3;Tuesday;Mar;0;0;21,6;43,2;13
19.03.2019 04:00;4;Tuesday;Mar;0;0;21,6;43,2;13
19.03.2019 05:00;5;Tuesday;Mar;0;0;21,6;43,2;13
19.03.2019 06:00;6;Tuesday;Mar;0;0;21,6;43,2;13
19.03.2019 07:00;7;Tuesday;Mar;0;0;17,807;34;13
19.03.2019 08:00;8;Tuesday;Mar;0;0;10,51;15,434;13
19.03.2019 09:00;9;Tuesday;Mar;1,32;2,64;7,2;7,838;13
19.03.2019 10:00;10;Tuesday;Mar;3,6;4,9;3,624;9,5;13
19.03.2019 11:00;11;Tuesday;Mar;2,62;0;4,58;14,4;13
19.03.2019 12:00;12;Tuesday;Mar;0;0;6,77;13,54;13
19.03.2019 13:00;13;Tuesday;Mar;0;0;3,6;7,2;13
19.03.2019 14:00;14;Tuesday;Mar;0;0;3,6;7,2;13
19.03.2019 15:00;15;Tuesday;Mar;0,48;0,96;3,6;7,2;13
19.03.2019 16:00;16;Tuesday;Mar;2,22;2,1;3,634;9,608;13
19.03.2019 17:00;17;Tuesday;Mar;4,15;7,75;3,623;7,796;13
19.03.2019 18:00;18;Tuesday;Mar;3,6;6,2;3,6;8,2;13
19.03.2019 19:00;19;Tuesday;Mar;7,44;7,49;3,6;20,336;13
19.03.2019 20:00;20;Tuesday;Mar;10,81;8,83;4,303;16,088;13
19.03.2019 21:00;21;Tuesday;Mar;8,71;17,04;7,229;14,4;13
19.03.2019 22:00;22;Tuesday;Mar;12,42;17,18;7,2;22,06;13
19.03.2019 23:00;23;Tuesday;Mar;11,81;7,2;9,79;36;13
20.03.2019 00:00;0;Wednesday;Mar;10,12;3,06;11,84;40,86;13
20.03.2019 01:00;1;Wednesday;Mar;8,93;7,2;16,27;43,2;13
20.03.2019 02:00;2;Wednesday;Mar;3,96;7,2;21,24;43,2;13
20.03.2019 03:00;3;Wednesday;Mar;3,6;7,2;21,6;43,2;13
20.03.2019 04:00;4;Wednesday;Mar;3,6;7,2;21,6;43,2;13
20.03.2019 05:00;5;Wednesday;Mar;3,6;0,72;21,6;49,68;13
20.03.2019 06:00;6;Wednesday;Mar;3,6;0;21,6;50,4;13
20.03.2019 07:00;7;Wednesday;Mar;4,32;1,44;12,089;31,378;13
20.03.2019 08:00;8;Wednesday;Mar;5,66;1,34;7,225;24,43;13
20.03.2019 09:00;9;Wednesday;Mar;1,08;0;7,279;16,718;13
20.03.2019 10:00;10;Wednesday;Mar;0;0;7,2;14,4;13
20.03.2019 11:00;11;Wednesday;Mar;0;0;7,2;14,4;13
20.03.2019 12:00;12;Wednesday;Mar;0;0;7,2;14,4;13
20.03.2019 13:00;13;Wednesday;Mar;0;0;7,2;14,4;13
20.03.2019 14:00;14;Wednesday;Mar;0,6;1,2;4,203;8,406;13
20.03.2019 15:00;15;Wednesday;Mar;6,66;13,32;0,234;0,468;13
20.03.2019 16:00;16;Wednesday;Mar;11,5;21,29;0,029;1,768;13
20.03.2019 17:00;17;Wednesday;Mar;11,68;11,69;0,026;11,722;13
20.03.2019 18:00;18;Wednesday;Mar;10,15;5,22;0,65;16,38;13
20.03.2019 19:00;19;Wednesday;Mar;7,2;0;0,293;14,986;13
20.03.2019 20:00;20;Wednesday;Mar;7,27;6,12;2,99;14,4;13
20.03.2019 21:00;21;Wednesday;Mar;8,7;15,96;6,48;14,4;13
20.03.2019 22:00;22;Wednesday;Mar;10,8;16,33;7,2;19,67;13
20.03.2019 23:00;23;Wednesday;Mar;10,8;10,15;7,2;25,85;13
21.03.2019 00:00;0;Thursday;Mar;7,93;0;10,07;36;13
21.03.2019 01:00;1;Thursday;Mar;4,12;0;13,88;36;13
21.03.2019 02:00;2;Thursday;Mar;3,6;0;14,4;36;13
21.03.2019 03:00;3;Thursday;Mar;0,27;0;17,73;36;13
21.03.2019 04:00;4;Thursday;Mar;0;0;18;36;13
21.03.2019 05:00;5;Thursday;Mar;0;0;18;36;13
21.03.2019 06:00;6;Thursday;Mar;0;0;18;36;13
21.03.2019 07:00;7;Thursday;Mar;0;0;9,132;18,264;13
21.03.2019 08:00;8;Thursday;Mar;0;0;3,6;7,2;13
21.03.2019 09:00;9;Thursday;Mar;0;0;3,6;7,2;13
21.03.2019 10:00;10;Thursday;Mar;0;0;0,072;0,144;13
21.03.2019 11:00;11;Thursday;Mar;1,8;3,6;0;0;13
21.03.2019 12:00;12;Thursday;Mar;3,6;1,89;0;5,098;13
21.03.2019 13:00;13;Thursday;Mar;0,09;0;0;0;13
21.03.2019 14:00;14;Thursday;Mar;0;0;0;0;13
21.03.2019 15:00;15;Thursday;Mar;0;0;0;0;13
21.03.2019 16:00;16;Thursday;Mar;2,64;5,28;0;0;13
21.03.2019 17:00;17;Thursday;Mar;7,2;4,97;0;9,43;13
21.03.2019 18:00;18;Thursday;Mar;0,53;0,24;3,417;7,654;13
21.03.2019 19:00;19;Thursday;Mar;9,84;19,09;3,6;7,79;13
21.03.2019 20:00;20;Thursday;Mar;10,33;11,41;4,07;17,39;13
21.03.2019 21:00;21;Thursday;Mar;10,14;9,79;7,2;24,89;13
21.03.2019 22:00;22;Thursday;Mar;10,81;14,4;10,79;28,8;13
21.03.2019 23:00;23;Thursday;Mar;10,75;13,05;10,85;30,15;13
22.03.2019 00:00;0;Friday;Mar;7,2;3,26;14,4;39,94;13
22.03.2019 01:00;1;Friday;Mar;6,03;0;15,57;43,2;13
22.03.2019 02:00;2;Friday;Mar;3,6;0;18;43,2;13
22.03.2019 03:00;3;Friday;Mar;2,42;0;19,18;43,2;13
22.03.2019 04:00;4;Friday;Mar;0;0;21,6;43,2;13
22.03.2019 05:00;5;Friday;Mar;0;0;21,6;43,2;13
22.03.2019 06:00;6;Friday;Mar;0,36;0,72;20,974;41,948;13
22.03.2019 07:00;7;Friday;Mar;3,6;7,2;11,342;22,684;13
22.03.2019 08:00;8;Friday;Mar;3,6;7,2;4,03;8,06;13
22.03.2019 09:00;9;Friday;Mar;3,6;5,34;3,6;9,06;13
22.03.2019 10:00;10;Friday;Mar;3,6;0;3,6;14,4;13
22.03.2019 11:00;11;Friday;Mar;3,6;0;2,759;12,718;13
22.03.2019 12:00;12;Friday;Mar;2,1;0;1,5;7,2;13
22.03.2019 13:00;13;Friday;Mar;0;0;3,6;7,2;13
22.03.2019 14:00;14;Friday;Mar;4,2;8,4;3,6;7,2;13
22.03.2019 15:00;15;Friday;Mar;14,57;23,63;3,97;13,45;13
22.03.2019 16:00;16;Friday;Mar;14,4;21,6;4,596;16,392;13
22.03.2019 17:00;17;Friday;Mar;12,72;12,34;5,28;23,66;13
22.03.2019 18:00;18;Friday;Mar;10,8;0;7,2;36;13
22.03.2019 19:00;19;Friday;Mar;7,87;0;10,13;36;13
22.03.2019 20:00;20;Friday;Mar;2,25;1,68;13,254;29,328;13
22.03.2019 21:00;21;Friday;Mar;3,6;7,2;13,235;26,47;13
22.03.2019 22:00;22;Friday;Mar;3,6;7,2;7,92;15,84;13
22.03.2019 23:00;23;Friday;Mar;3,6;2,8;7,2;18,8;13
23.03.2019 00:00;0;Saturday;Mar;7,14;7,08;7,2;21,6;13
23.03.2019 01:00;1;Saturday;Mar;7,2;7,2;7,2;21,6;13
23.03.2019 02:00;2;Saturday;Mar;3,64;1,9;10,76;26,9;13
23.03.2019 03:00;3;Saturday;Mar;3,6;0;10,8;28,8;13
23.03.2019 04:00;4;Saturday;Mar;1,84;0;12,56;28,8;13
23.03.2019 05:00;5;Saturday;Mar;0;0;14,4;28,8;13
23.03.2019 06:00;6;Saturday;Mar;0;0;14,4;28,8;13
23.03.2019 07:00;7;Saturday;Mar;0;0;14,4;28,8;13
23.03.2019 08:00;8;Saturday;Mar;1,38;2,76;14,4;28,8;13
23.03.2019 09:00;9;Saturday;Mar;3,6;3,39;14,4;32,61;13
23.03.2019 10:00;10;Saturday;Mar;1,17;0;14,459;31,258;13
23.03.2019 11:00;11;Saturday;Mar;2,76;5,52;11,5;23;13
23.03.2019 12:00;12;Saturday;Mar;3,6;7,2;9,605;19,21;13
23.03.2019 13:00;13;Saturday;Mar;3,6;4,44;7,2;17,16;13
23.03.2019 14:00;14;Saturday;Mar;3,6;0;7,2;21,6;13
23.03.2019 15:00;15;Saturday;Mar;3,6;0;7,2;21,6;13
23.03.2019 16:00;16;Saturday;Mar;0;0;10,8;21,6;13
23.03.2019 17:00;17;Saturday;Mar;0;0;9,274;18,548;13
23.03.2019 18:00;18;Saturday;Mar;1,98;3,96;7,2;14,4;13
23.03.2019 19:00;19;Saturday;Mar;3,6;7,2;7,2;14,4;13
23.03.2019 20:00;20;Saturday;Mar;3,96;1,65;7,2;20,67;13
23.03.2019 21:00;21;Saturday;Mar;5,92;2,65;7,89;24,95;13
23.03.2019 22:00;22;Saturday;Mar;0;0;10,8;21,6;13
23.03.2019 23:00;23;Saturday;Mar;0;0;10,8;21,6;13
24.03.2019 00:00;0;Sunday;Mar;0;0;10,8;21,6;13
24.03.2019 01:00;1;Sunday;Mar;0;0;10,8;21,6;13
24.03.2019 02:00;2;Sunday;Mar;0;0;10,8;21,6;13
24.03.2019 03:00;3;Sunday;Mar;0;0;10,8;21,6;13
24.03.2019 04:00;4;Sunday;Mar;0;0;10,8;21,6;13
24.03.2019 05:00;5;Sunday;Mar;0;0;10,8;21,6;13
24.03.2019 06:00;6;Sunday;Mar;0;0;10,8;21,6;13
24.03.2019 07:00;7;Sunday;Mar;0,18;0,36;10,8;21,6;13
24.03.2019 08:00;8;Sunday;Mar;3,6;7,2;10,8;21,6;13
24.03.2019 09:00;9;Sunday;Mar;3,6;7,2;10,8;21,6;13
24.03.2019 10:00;10;Sunday;Mar;3,6;1,16;10,8;27,64;13
24.03.2019 11:00;11;Sunday;Mar;3,6;0;10,8;28,8;13
24.03.2019 12:00;12;Sunday;Mar;1,34;0;13,06;28,8;13
24.03.2019 13:00;13;Sunday;Mar;0;0;14,4;28,8;13
24.03.2019 14:00;14;Sunday;Mar;0;0;14,4;28,8;13
24.03.2019 15:00;15;Sunday;Mar;0;0;14,227;28,454;13
24.03.2019 16:00;16;Sunday;Mar;2,04;4,08;10,8;21,6;13
24.03.2019 17:00;17;Sunday;Mar;10,02;20,04;8,366;16,732;13
24.03.2019 18:00;18;Sunday;Mar;10,8;18,31;7,2;17,69;13
24.03.2019 19:00;19;Sunday;Mar;10,8;8,34;7,2;27,66;13
24.03.2019 20:00;20;Sunday;Mar;8,29;6,48;9,71;29,52;13
24.03.2019 21:00;21;Sunday;Mar;9;6;12;36;13
24.03.2019 22:00;22;Sunday;Mar;7,2;2,45;14,4;40,75;13
24.03.2019 23:00;23;Sunday;Mar;5,45;0;16,15;43,2;13
25.03.2019 00:00;0;Monday;Mar;2,1;0;19,5;43,2;13
25.03.2019 01:00;1;Monday;Mar;0;0;21,6;43,2;13
25.03.2019 02:00;2;Monday;Mar;2,64;5,28;21,6;43,2;13
25.03.2019 03:00;3;Monday;Mar;3,6;7,2;21,6;43,2;13
25.03.2019 04:00;4;Monday;Mar;3,6;0,47;21,6;49,93;13
25.03.2019 05:00;5;Monday;Mar;3,11;0;22,09;50,4;13
25.03.2019 06:00;6;Monday;Mar;0;0;21,688;43,376;13
25.03.2019 07:00;7;Monday;Mar;0;0;11,091;22,182;13
25.03.2019 08:00;8;Monday;Mar;0;0;7,2;14,4;13
25.03.2019 09:00;9;Monday;Mar;0;0;7,2;14,4;13
25.03.2019 10:00;10;Monday;Mar;0;0;4,408;8,816;13
25.03.2019 11:00;11;Monday;Mar;0;0;3,6;7,2;13
25.03.2019 12:00;12;Monday;Mar;0;0;0,624;1,248;13
25.03.2019 13:00;13;Monday;Mar;0;0;0;0;13
25.03.2019 14:00;14;Monday;Mar;0;0;0;0;13
25.03.2019 15:00;15;Monday;Mar;0;0;0;0;13
25.03.2019 16:00;16;Monday;Mar;4,62;7,89;0;7,2;13
25.03.2019 17:00;17;Monday;Mar;5,73;7,2;1,47;7,2;13
25.03.2019 18:00;18;Monday;Mar;6,24;12,48;3,6;7,2;13
25.03.2019 19:00;19;Monday;Mar;7,2;8,05;3,6;9,802;13
25.03.2019 20:00;20;Monday;Mar;7,26;2,2;1,051;12,32;13
25.03.2019 21:00;21;Monday;Mar;8,37;3,32;1,644;16,708;13
25.03.2019 22:00;22;Monday;Mar;7,36;12,48;6,08;14,4;13
25.03.2019 23:00;23;Monday;Mar;6,42;2,78;7,98;26,02;13
26.03.2019 00:00;0;Tuesday;Mar;3,2;0;11,2;28,8;13
26.03.2019 01:00;1;Tuesday;Mar;0;0;14,4;28,8;13
26.03.2019 02:00;2;Tuesday;Mar;0;0;14,4;28,8;13
26.03.2019 03:00;3;Tuesday;Mar;0;0;14,4;28,8;13
26.03.2019 04:00;4;Tuesday;Mar;0;0;14,4;28,8;13
26.03.2019 05:00;5;Tuesday;Mar;0;0;14,4;28,8;13
26.03.2019 06:00;6;Tuesday;Mar;0;0;14,4;28,8;13
26.03.2019 07:00;7;Tuesday;Mar;0;0;8,339;16,678;13
26.03.2019 08:00;8;Tuesday;Mar;0;0;4,737;9,474;13
26.03.2019 09:00;9;Tuesday;Mar;0;0;3,6;7,2;13
26.03.2019 10:00;10;Tuesday;Mar;0;0;3,6;7,2;13
26.03.2019 11:00;11;Tuesday;Mar;0;0;3,6;7,2;13
26.03.2019 12:00;12;Tuesday;Mar;0;0;3,6;7,2;13
26.03.2019 13:00;13;Tuesday;Mar;2,88;5,76;3,6;7,2;13
26.03.2019 14:00;14;Tuesday;Mar;3,6;3,1;2,495;9,09;13
26.03.2019 15:00;15;Tuesday;Mar;2,44;0,12;1,22;7,2;13
26.03.2019 16:00;16;Tuesday;Mar;3,75;4,89;3,635;9,88;13
26.03.2019 17:00;17;Tuesday;Mar;5,7;11,4;3,6;7,2;13
26.03.2019 18:00;18;Tuesday;Mar;7,2;6,1;3,6;15,5;13
26.03.2019 19:00;19;Tuesday;Mar;4,28;0,24;3,809;15,938;13
26.03.2019 20:00;20;Tuesday;Mar;5,24;7,2;5,56;14,4;13
26.03.2019 21:00;21;Tuesday;Mar;6,24;9,96;7,2;16,92;13
26.03.2019 22:00;22;Tuesday;Mar;10,8;10,21;7,2;25,79;13
26.03.2019 23:00;23;Tuesday;Mar;9,67;13,44;11,45;28,8;13
27.03.2019 00:00;0;Wednesday;Mar;7,2;11,8;14,4;31,4;13
27.03.2019 01:00;1;Wednesday;Mar;7,2;0;14,4;43,2;13
27.03.2019 02:00;2;Wednesday;Mar;5,89;0;15,71;43,2;13
27.03.2019 03:00;3;Wednesday;Mar;2,13;0;19,47;43,2;13
27.03.2019 04:00;4;Wednesday;Mar;0;0;21,6;43,2;13
27.03.2019 05:00;5;Wednesday;Mar;0;0;21,6;43,2;13
27.03.2019 06:00;6;Wednesday;Mar;0;0;18,853;37,706;13
27.03.2019 07:00;7;Wednesday;Mar;0;0;9,898;19,796;13
27.03.2019 08:00;8;Wednesday;Mar;0;0;7,2;14,4;13
27.03.2019 09:00;9;Wednesday;Mar;0;0;7,2;14,4;13
27.03.2019 10:00;10;Wednesday;Mar;0;0;7,2;14,4;13
27.03.2019 11:00;11;Wednesday;Mar;0;0;4,491;8,982;13
27.03.2019 12:00;12;Wednesday;Mar;0;0;1,249;2,498;13
27.03.2019 13:00;13;Wednesday;Mar;0,06;0,12;0;0;13
27.03.2019 14:00;14;Wednesday;Mar;3,6;7,2;0;0;13
27.03.2019 15:00;15;Wednesday;Mar;3,6;0,5;0;6,7;13
27.03.2019 16:00;16;Wednesday;Mar;2;1,44;0,126;2,812;13
27.03.2019 17:00;17;Wednesday;Mar;4,08;8,16;0;0;13
27.03.2019 18:00;18;Wednesday;Mar;10,44;17,37;0;3,51;13
27.03.2019 19:00;19;Wednesday;Mar;15,12;12,48;0;17,76;13
27.03.2019 20:00;20;Wednesday;Mar;10,23;7,38;4,042;21,164;13
27.03.2019 21:00;21;Wednesday;Mar;9,75;9,03;6,08;22,63;13
27.03.2019 22:00;22;Wednesday;Mar;7,2;6,06;10,8;29,94;13
27.03.2019 23:00;23;Wednesday;Mar;6,48;5,64;14,34;36;13
28.03.2019 00:00;0;Thursday;Mar;3,6;4,02;18;39,18;13
28.03.2019 01:00;1;Thursday;Mar;3,24;0;18,36;43,2;13
28.03.2019 02:00;2;Thursday;Mar;0;0;21,6;43,2;13
28.03.2019 03:00;3;Thursday;Mar;0;0;21,6;43,2;13
28.03.2019 04:00;4;Thursday;Mar;0;0;21,6;43,2;13
28.03.2019 05:00;5;Thursday;Mar;0;0;21,6;43,2;13
28.03.2019 06:00;6;Thursday;Mar;0;0;21,6;43,2;13
28.03.2019 07:00;7;Thursday;Mar;0;0;15,524;31,048;13
28.03.2019 08:00;8;Thursday;Mar;0;0;8,853;17,706;13
28.03.2019 09:00;9;Thursday;Mar;0;0;5,327;10,654;13
28.03.2019 10:00;10;Thursday;Mar;0;0;0;0;13
28.03.2019 11:00;11;Thursday;Mar;0;0;0;0;13
28.03.2019 12:00;12;Thursday;Mar;0;0;0;0;13
28.03.2019 13:00;13;Thursday;Mar;0;0;0;0;13
28.03.2019 14:00;14;Thursday;Mar;0;0;0;0;13
28.03.2019 15:00;15;Thursday;Mar;0;0;0;0;13
28.03.2019 16:00;16;Thursday;Mar;6,54;11,76;0;0,062;13
28.03.2019 17:00;17;Thursday;Mar;10,8;21,6;0;0;13
28.03.2019 18:00;18;Thursday;Mar;16,2;23,67;0;8,73;13
28.03.2019 19:00;19;Thursday;Mar;21,36;27,24;0,12;15,72;13
28.03.2019 20:00;20;Thursday;Mar;21,75;21,61;4,23;30,35;13
28.03.2019 21:00;21;Thursday;Mar;21,69;20;10,71;44,8;13
28.03.2019 22:00;22;Thursday;Mar;19,56;14,94;15,78;55,74;13
28.03.2019 23:00;23;Thursday;Mar;17,82;7,29;18,18;64,71;13
29.03.2019 00:00;0;Friday;Mar;8,94;3,66;27,06;68,34;13
29.03.2019 01:00;1;Friday;Mar;4,11;0;31,89;72;13
29.03.2019 02:00;2;Friday;Mar;3;0;33;72;13
29.03.2019 03:00;3;Friday;Mar;0;0;36;72;13
29.03.2019 04:00;4;Friday;Mar;0;0;36;72;13
29.03.2019 05:00;5;Friday;Mar;0;0;36;72;13
29.03.2019 06:00;6;Friday;Mar;0;0;34,187;68,374;13
29.03.2019 07:00;7;Friday;Mar;0;0;24,511;49,022;13
29.03.2019 08:00;8;Friday;Mar;0;0;18,97;37,94;13
29.03.2019 09:00;9;Friday;Mar;0;0;11,011;22,022;13
29.03.2019 10:00;10;Friday;Mar;0;0;5,816;11,632;13
29.03.2019 11:00;11;Friday;Mar;3,06;3,82;3,6;14,4;13
29.03.2019 12:00;12;Friday;Mar;0,76;0;6,44;14,4;13
29.03.2019 13:00;13;Friday;Mar;0;0;7,2;10,014;13
29.03.2019 14:00;14;Friday;Mar;0;0;3,857;7,2;13
29.03.2019 15:00;15;Friday;Mar;4,14;8,28;3,6;7,2;13
29.03.2019 16:00;16;Friday;Mar;12,6;19,42;3,6;18,398;13
29.03.2019 17:00;17;Friday;Mar;15,16;19,12;5,549;16,88;13
29.03.2019 18:00;18;Friday;Mar;12,12;11,41;7,2;27,23;13
29.03.2019 19:00;19;Friday;Mar;15,74;13,91;9,186;35,942;13
29.03.2019 20:00;20;Friday;Mar;11,23;14,4;13,97;36;13
29.03.2019 21:00;21;Friday;Mar;14,11;15,3;12,17;37,26;13
29.03.2019 22:00;22;Friday;Mar;8,29;7,2;14,605;38,59;13
29.03.2019 23:00;23;Friday;Mar;7,85;10,26;14,763;34,966;13
30.03.2019 00:00;0;Saturday;Mar;8,28;16,56;14,4;28,8;13
30.03.2019 01:00;1;Saturday;Mar;10,8;21,6;14,4;28,8;13
30.03.2019 02:00;2;Saturday;Mar;10,8;4,6;14,4;45,8;13
30.03.2019 03:00;3;Saturday;Mar;8,78;0;16,42;50,4;13
30.03.2019 04:00;4;Saturday;Mar;4,86;0;20,34;50,4;13
30.03.2019 05:00;5;Saturday;Mar;3,6;0;21,6;50,4;13
30.03.2019 06:00;6;Saturday;Mar;3,6;0;21,6;50,4;13
30.03.2019 07:00;7;Saturday;Mar;3,6;0;21,6;50,4;13
30.03.2019 08:00;8;Saturday;Mar;3,6;0;21,6;50,4;13
30.03.2019 09:00;9;Saturday;Mar;2,9;0;22,3;50,4;13
30.03.2019 10:00;10;Saturday;Mar;0,3;0,6;24,482;48,964;13
30.03.2019 11:00;11;Saturday;Mar;4,56;8,49;17,118;34,866;13
30.03.2019 12:00;12;Saturday;Mar;6,87;6,94;14,46;35,72;13
30.03.2019 13:00;13;Saturday;Mar;7,08;6,78;11,12;36,64;13
30.03.2019 14:00;14;Saturday;Mar;4,54;1,08;7,522;18,568;13
30.03.2019 15:00;15;Saturday;Mar;3,6;7,2;8,472;14,4;13
30.03.2019 16:00;16;Saturday;Mar;3,6;7,2;3,808;7,616;13
30.03.2019 17:00;17;Saturday;Mar;6,24;12,48;2,53;5,06;13
30.03.2019 18:00;18;Saturday;Mar;12,84;18,53;0;13,99;13
30.03.2019 19:00;19;Saturday;Mar;15,9;9,74;1,92;25,9;13
30.03.2019 20:00;20;Saturday;Mar;12,74;3,47;5,26;32,53;13
30.03.2019 21:00;21;Saturday;Mar;4,24;0;13,76;36;13
30.03.2019 22:00;22;Saturday;Mar;0;0;18;36;13
30.03.2019 23:00;23;Saturday;Mar;0;0;18;36;13
31.03.2019 00:00;0;Sunday;Mar;0;0;18;36;13
31.03.2019 01:00;1;Sunday;Mar;0;0;18;36;13
31.03.2019 03:00;3;Sunday;Mar;0;0;18;36;13
31.03.2019 04:00;4;Sunday;Mar;0;0;18;36;13
31.03.2019 05:00;5;Sunday;Mar;0;0;18;36;13
31.03.2019 06:00;6;Sunday;Mar;0;0;18;36;13
31.03.2019 07:00;7;Sunday;Mar;0;0;18;36;13
31.03.2019 08:00;8;Sunday;Mar;0;0;18;36;13
31.03.2019 09:00;9;Sunday;Mar;0;0;18;36;13
31.03.2019 10:00;10;Sunday;Mar;0;0;18;34,848;13
31.03.2019 11:00;11;Sunday;Mar;0;0;17,244;28,8;13
31.03.2019 12:00;12;Sunday;Mar;0;0;13,918;27,836;13
31.03.2019 13:00;13;Sunday;Mar;3,66;7,32;10,8;21,6;13
31.03.2019 14:00;14;Sunday;Mar;11,12;17,42;11,08;26,98;13
31.03.2019 15:00;15;Sunday;Mar;11,28;10,71;14,342;40,534;13
31.03.2019 16:00;16;Sunday;Mar;12,63;7,44;12,69;43,2;13
31.03.2019 17:00;17;Sunday;Mar;7,2;10,41;21,045;46,08;13
31.03.2019 18:00;18;Sunday;Mar;10,02;12,84;15,1;37,4;13
31.03.2019 19:00;19;Sunday;Mar;7,29;3,49;16,007;43,104;13
31.03.2019 20:00;20;Sunday;Mar;6,53;0,48;15,31;43,2;13
31.03.2019 21:00;21;Sunday;Mar;6,5;12,72;21,46;43,2;13
31.03.2019 22:00;22;Sunday;Mar;7,2;7,01;21,6;50,59;13
31.03.2019 23:00;23;Sunday;Mar;6,41;0;22,39;57,6;13
01.04.2019 00:00;0;Monday;Apr;0;0;28,8;57,6;13
01.04.2019 01:00;1;Monday;Apr;0;0;28,8;57,6;13
01.04.2019 02:00;2;Monday;Apr;0;0;28,8;57,6;13
01.04.2019 03:00;3;Monday;Apr;0;0;28,8;57,6;13
01.04.2019 04:00;4;Monday;Apr;0;0;28,8;57,6;13
01.04.2019 05:00;5;Monday;Apr;0;0;28,8;57,6;13
01.04.2019 06:00;6;Monday;Apr;0;0;26,508;53,016;13
01.04.2019 07:00;7;Monday;Apr;0;0;10,354;20,708;13
01.04.2019 08:00;8;Monday;Apr;0;0;6,26;12,52;13
01.04.2019 09:00;9;Monday;Apr;0;0;3,6;7,2;13
01.04.2019 10:00;10;Monday;Apr;2,1;4,2;3,6;7,2;13
01.04.2019 11:00;11;Monday;Apr;3,01;0,91;4,19;13,49;13
01.04.2019 12:00;12;Monday;Apr;0;0;4,306;8,612;13
